TABLE=036 | AREA=Xã An Viễn | SECTION=agricultural | SEGMENTS=2
P=1233 | X=0117.170-0187.340 | Y=0532.220-0543.460 | Đường tỉnh 777
P=1233 | X=0223.030-0298.230 | Y=0538.010-0549.250 | Ngã ba cây xăng
P=1233 | X=0315.240-0397.660 | Y=0538.010-0549.250 | Giáp ranh phường
P=1233 | X=0097.970-0209.110 | Y=0543.770-0555.010 | 29 (đường Trảng Bom -
P=1233 | X=0453.050-0469.690 | Y=0545.650-0554.970 | 730
P=1233 | X=0505.390-0522.030 | Y=0545.650-0554.970 | 670
P=1233 | X=0223.030-0272.810 | Y=0549.530-0560.770 | Xuân Dũng
P=1233 | X=0315.240-0368.780 | Y=0549.530-0560.770 | Tam Phước
P=1233 | X=0117.170-0173.820 | Y=0557.170-0566.490 | Long Thành)
P=1233 | X=0117.170-0403.910 | Y=0573.050-0584.290 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tỉnh 777
P=1233 | X=0117.170-0409.650 | Y=0584.570-0595.810 | (đường Trảng Bom - Long Thành) đoạn từ Ngã ba cây xăng Xuân
P=1233 | X=0117.170-0405.830 | Y=0596.090-0607.330 | Dũng đến Giáp ranh phường Tam Phước có hiện trạng là đường
P=1233 | X=0097.970-0220.280 | Y=0607.610-0619.050 | 30 nhựa, bê tông xi măng:
P=1233 | X=0453.050-0469.690 | Y=0609.730-0619.050 | 500
P=1233 | X=0505.390-0522.030 | Y=0609.730-0619.050 | 450
P=1233 | X=0117.170-0348.280 | Y=0625.150-0636.390 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1233 | X=0117.170-0382.080 | Y=0642.670-0653.910 | - Có bề rộng ≥3m đến <5m, cách đường giao thông ≤500m.
P=1233 | X=0117.170-0403.910 | Y=0660.430-0671.670 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tỉnh 777
P=1233 | X=0117.170-0409.650 | Y=0671.950-0683.190 | (đường Trảng Bom - Long Thành) đoạn từ Ngã ba cây xăng Xuân
P=1233 | X=0097.970-0109.090 | Y=0679.590-0688.910 | 31
P=1233 | X=0453.050-0469.690 | Y=0679.590-0688.910 | 400
P=1233 | X=0505.390-0522.030 | Y=0679.590-0688.910 | 350
P=1233 | X=0117.170-0405.830 | Y=0683.470-0694.710 | Dũng đến Giáp ranh phường Tam Phước có hiện trạng là đường
P=1233 | X=0117.170-0220.270 | Y=0694.750-0705.990 | nhựa, bê tông xi măng:
P=1234 | X=0117.170-0348.720 | Y=0078.500-0089.740 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1234 | X=0117.170-0404.060 | Y=0096.020-0107.260 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1234 | X=0117.170-0178.290 | Y=0107.540-0118.780 | đến ≤1.000m.
P=1234 | X=0117.170-0340.340 | Y=0125.090-0136.330 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1234 | X=0117.170-0403.910 | Y=0142.850-0154.090 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tỉnh 777
P=1234 | X=0117.170-0409.650 | Y=0154.370-0165.610 | (đường Trảng Bom - Long Thành) đoạn từ Ngã ba cây xăng Xuân
P=1234 | X=0117.170-0405.830 | Y=0165.650-0176.890 | Dũng đến Giáp ranh phường Tam Phước có hiện trạng là đường
P=1234 | X=0097.970-0220.280 | Y=0177.170-0188.610 | 32 nhựa, bê tông xi măng:
P=1234 | X=0453.050-0469.690 | Y=0179.290-0188.610 | 290
P=1234 | X=0505.390-0522.030 | Y=0179.290-0188.610 | 250
P=1234 | X=0117.170-0402.980 | Y=0194.690-0205.930 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1234 | X=0117.170-0340.830 | Y=0212.230-0223.470 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1234 | X=0117.170-0402.430 | Y=0229.990-0241.230 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1234 | X=0117.170-0413.750 | Y=0241.510-0252.750 | Đường tỉnh 777 (đường Trảng Bom - Long Thành) đoạn từ Ngã ba
P=1234 | X=0117.170-0405.830 | Y=0253.030-0264.270 | cây xăng Xuân Dũng đến Giáp ranh phường Tam Phước có hiện
P=1234 | X=0097.970-0288.950 | Y=0264.550-0275.990 | 33 trạng là đường nhựa, bê tông xi măng:
P=1234 | X=0453.050-0469.690 | Y=0266.670-0275.990 | 500
P=1234 | X=0505.390-0522.030 | Y=0266.670-0275.990 | 450
P=1234 | X=0117.170-0348.250 | Y=0282.100-0293.340 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1234 | X=0117.170-0394.360 | Y=0299.620-0310.860 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1234 | X=0117.170-0402.430 | Y=0317.380-0328.620 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1234 | X=0117.170-0413.750 | Y=0328.900-0340.140 | Đường tỉnh 777 (đường Trảng Bom - Long Thành) đoạn từ Ngã ba
P=1234 | X=0117.170-0405.830 | Y=0340.420-0351.660 | cây xăng Xuân Dũng đến Giáp ranh phường Tam Phước có hiện
P=1234 | X=0117.170-0288.950 | Y=0351.700-0362.940 | trạng là đường nhựa, bê tông xi măng:
P=1234 | X=0097.970-0348.720 | Y=0368.480-0380.480 | 34 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1234 | X=0453.050-0469.690 | Y=0368.480-0377.800 | 400
P=1234 | X=0505.390-0522.030 | Y=0368.480-0377.800 | 350
P=1234 | X=0117.170-0404.060 | Y=0386.760-0398.000 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1234 | X=0117.170-0178.290 | Y=0398.280-0409.520 | đến ≤1.000m.
P=1234 | X=0117.170-0340.340 | Y=0415.800-0427.040 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1234 | X=0117.170-0402.430 | Y=0433.560-0444.800 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1234 | X=0117.170-0413.750 | Y=0445.080-0456.320 | Đường tỉnh 777 (đường Trảng Bom - Long Thành) đoạn từ Ngã ba
P=1234 | X=0117.170-0405.830 | Y=0456.620-0467.860 | cây xăng Xuân Dũng đến Giáp ranh phường Tam Phước có hiện
P=1234 | X=0097.970-0288.950 | Y=0468.140-0479.580 | 35 trạng là đường nhựa, bê tông xi măng:
P=1234 | X=0453.050-0469.690 | Y=0470.260-0479.580 | 290
P=1234 | X=0505.390-0522.030 | Y=0470.260-0479.580 | 250
P=1234 | X=0117.170-0402.990 | Y=0485.660-0496.900 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1234 | X=0117.170-0340.810 | Y=0503.180-0514.420 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1234 | X=0117.170-0211.340 | Y=0520.940-0532.180 | Đường vào khu công
P=1234 | X=0315.240-0401.510 | Y=0522.820-0532.140 | Giáp ranh xã Trảng
P=1234 | X=0223.030-0293.230 | Y=0526.460-0537.700 | Đường tỉnh 777
P=1234 | X=0097.970-0109.090 | Y=0528.340-0537.660 | 36
P=1234 | X=0453.050-0469.690 | Y=0528.340-0537.660 | 700
P=1234 | X=0505.390-0522.030 | Y=0528.340-0537.660 | 630
P=1234 | X=0117.170-0200.310 | Y=0532.220-0543.460 | nghiệp Giang Điền
P=1234 | X=0315.240-0335.870 | Y=0534.100-0543.420 | Bom
P=1234 | X=0117.170-0403.430 | Y=0550.010-0561.250 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường vào khu
P=1234 | X=0117.170-0414.200 | Y=0561.530-0572.770 | công nghiệp Giang Điền đoạn từ Đường tỉnh 777 đến Giáp ranh xã
P=1234 | X=0117.170-0376.110 | Y=0573.050-0584.290 | Trảng Bom có hiện trạng là đường nhựa, bê tông xi măng:
P=1234 | X=0097.970-0109.090 | Y=0580.930-0590.250 | 37
P=1234 | X=0453.050-0469.690 | Y=0580.930-0590.250 | 480
P=1234 | X=0505.390-0522.030 | Y=0580.930-0590.250 | 430
P=1234 | X=0117.170-0348.250 | Y=0590.570-0601.810 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1234 | X=0117.170-0382.080 | Y=0608.090-0619.330 | - Có bề rộng ≥3m đến <5m, cách đường giao thông ≤500m.
P=1234 | X=0117.170-0403.430 | Y=0625.870-0637.110 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường vào khu
P=1234 | X=0117.170-0414.200 | Y=0637.390-0648.630 | công nghiệp Giang Điền đoạn từ Đường tỉnh 777 đến Giáp ranh xã
P=1234 | X=0117.170-0376.110 | Y=0648.910-0660.150 | Trảng Bom có hiện trạng là đường nhựa, bê tông xi măng:
P=1234 | X=0097.970-0109.090 | Y=0662.550-0671.870 | 38
P=1234 | X=0453.050-0469.690 | Y=0662.550-0671.870 | 370
P=1234 | X=0505.390-0522.030 | Y=0662.550-0671.870 | 330
P=1234 | X=0117.170-0348.720 | Y=0666.430-0677.670 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1234 | X=0117.170-0404.060 | Y=0683.950-0695.190 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1234 | X=0117.170-0178.290 | Y=0695.470-0706.710 | đến ≤1.000m.
P=1235 | X=0117.170-0340.340 | Y=0078.500-0089.740 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1235 | X=0117.170-0403.430 | Y=0096.260-0107.500 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường vào khu
P=1235 | X=0117.170-0414.200 | Y=0107.780-0119.020 | công nghiệp Giang Điền đoạn từ Đường tỉnh 777 đến Giáp ranh xã
P=1235 | X=0117.170-0376.110 | Y=0119.330-0130.570 | Trảng Bom có hiện trạng là đường nhựa, bê tông xi măng:
P=1235 | X=0097.970-0109.090 | Y=0127.210-0136.530 | 39
P=1235 | X=0453.050-0469.690 | Y=0127.210-0136.530 | 250
P=1235 | X=0505.390-0522.030 | Y=0127.210-0136.530 | 230
P=1235 | X=0117.170-0402.980 | Y=0136.850-0148.090 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1235 | X=0117.170-0340.810 | Y=0154.370-0165.610 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1235 | X=0117.170-0402.430 | Y=0172.130-0183.370 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1235 | X=0117.170-0406.790 | Y=0183.410-0194.650 | Đường vào khu công nghiệp Giang Điền đoạn từ Đường tỉnh 777
P=1235 | X=0117.170-0393.100 | Y=0194.930-0206.170 | đến Giáp ranh xã Trảng Bom có hiện trạng là đường nhựa, bê
P=1235 | X=0097.970-0177.330 | Y=0206.470-0217.910 | 40 tông xi măng:
P=1235 | X=0453.050-0469.690 | Y=0208.590-0217.910 | 480
P=1235 | X=0505.390-0522.030 | Y=0208.590-0217.910 | 430
P=1235 | X=0117.170-0348.250 | Y=0223.990-0235.230 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1235 | X=0117.170-0394.360 | Y=0241.510-0252.750 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1235 | X=0117.170-0402.430 | Y=0259.270-0270.510 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1235 | X=0117.170-0406.790 | Y=0270.790-0282.030 | Đường vào khu công nghiệp Giang Điền đoạn từ Đường tỉnh 777
P=1235 | X=0117.170-0393.100 | Y=0282.340-0293.580 | đến Giáp ranh xã Trảng Bom có hiện trạng là đường nhựa, bê
P=1235 | X=0117.170-0177.330 | Y=0293.860-0305.100 | tông xi măng:
P=1235 | X=0097.970-0348.720 | Y=0310.380-0322.620 | 41 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1235 | X=0453.050-0469.690 | Y=0310.380-0319.700 | 370
P=1235 | X=0505.390-0522.030 | Y=0310.380-0319.700 | 330
P=1235 | X=0117.170-0404.060 | Y=0328.900-0340.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1235 | X=0117.170-0178.290 | Y=0340.420-0351.660 | đến ≤1.000m.
P=1235 | X=0117.170-0340.340 | Y=0357.700-0368.940 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1235 | X=0117.170-0402.430 | Y=0375.480-0386.720 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1235 | X=0117.170-0406.790 | Y=0387.000-0398.240 | Đường vào khu công nghiệp Giang Điền đoạn từ Đường tỉnh 777
P=1235 | X=0117.170-0393.100 | Y=0398.520-0409.760 | đến Giáp ranh xã Trảng Bom có hiện trạng là đường nhựa, bê
P=1235 | X=0097.970-0177.330 | Y=0410.040-0421.480 | 42 tông xi măng:
P=1235 | X=0453.050-0469.690 | Y=0412.160-0421.480 | 250
P=1235 | X=0505.390-0522.030 | Y=0412.160-0421.480 | 230
P=1235 | X=0117.170-0402.980 | Y=0427.560-0438.800 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1235 | X=0117.170-0340.810 | Y=0445.080-0456.320 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1235 | X=0223.030-0402.700 | Y=0462.860-0474.100 | Đường vào khu công nghiệp Giang Điền
P=1235 | X=0097.970-0199.590 | Y=0468.620-0479.860 | 43 Đường ấp 5 - ấp 6
P=1235 | X=0453.050-0469.690 | Y=0470.500-0479.820 | 670
P=1235 | X=0505.390-0522.030 | Y=0470.500-0479.820 | 600
P=1235 | X=0223.030-0299.850 | Y=0476.260-0485.580 | về hai phía 500m
P=1235 | X=0117.170-0407.980 | Y=0492.140-0503.380 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường ấp 5 - ấp
P=1235 | X=0117.170-0394.290 | Y=0503.660-0514.900 | 6 đoạn từ Đường vào khu công nghiệp Giang Điền về hai phía
P=1235 | X=0117.170-0351.850 | Y=0515.180-0526.420 | 500m có hiện trạng là đường nhựa, bê tông xi măng:
P=1235 | X=0097.970-0109.090 | Y=0523.060-0532.380 | 44
P=1235 | X=0453.050-0469.690 | Y=0523.060-0532.380 | 450
P=1235 | X=0505.390-0522.030 | Y=0523.060-0532.380 | 410
P=1235 | X=0117.170-0348.250 | Y=0532.490-0543.730 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1235 | X=0117.170-0382.080 | Y=0550.010-0561.250 | - Có bề rộng ≥3m đến <5m, cách đường giao thông ≤500m.
P=1235 | X=0117.170-0407.980 | Y=0567.770-0579.010 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường ấp 5 - ấp
P=1235 | X=0117.170-0394.290 | Y=0579.290-0590.530 | 6 đoạn từ Đường vào khu công nghiệp Giang Điền về hai phía
P=1235 | X=0117.170-0351.850 | Y=0590.810-0602.050 | 500m có hiện trạng là đường nhựa, bê tông xi măng:
P=1235 | X=0097.970-0348.720 | Y=0608.330-0622.650 | 45 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1235 | X=0453.050-0469.690 | Y=0613.330-0622.650 | 350
P=1235 | X=0505.390-0522.030 | Y=0613.330-0622.650 | 310
P=1235 | X=0117.170-0404.060 | Y=0625.870-0637.110 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1235 | X=0117.170-0178.290 | Y=0637.390-0648.630 | đến ≤1.000m.
P=1235 | X=0117.170-0340.340 | Y=0654.910-0666.150 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1235 | X=0117.170-0407.980 | Y=0672.670-0683.910 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường ấp 5 - ấp
P=1235 | X=0097.970-0394.290 | Y=0684.190-0695.430 | 46 6 đoạn từ Đường vào khu công nghiệp Giang Điền về hai phía
P=1235 | X=0453.050-0469.690 | Y=0686.070-0695.390 | 230
P=1235 | X=0505.390-0522.030 | Y=0686.070-0695.390 | 220
P=1235 | X=0117.170-0351.850 | Y=0695.710-0706.950 | 500m có hiện trạng là đường nhựa, bê tông xi măng:
P=1236 | X=0117.170-0402.980 | Y=0078.500-0089.740 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1236 | X=0117.170-0340.810 | Y=0096.020-0107.260 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1236 | X=0117.170-0388.990 | Y=0113.780-0125.020 | Các tuyến đường giao thông không đấu nối trực tiếp thông ra
P=1236 | X=0117.170-0395.740 | Y=0125.330-0136.570 | Đường ấp 5 - ấp 6 đoạn từ Đường vào khu công nghiệp Giang
P=1236 | X=0117.170-0396.220 | Y=0136.850-0148.090 | Điền về hai phía 500m có hiện trạng là đường nhựa, bê tông xi
P=1236 | X=0097.970-0145.170 | Y=0148.370-0159.810 | 47 măng:
P=1236 | X=0453.050-0469.690 | Y=0150.490-0159.810 | 450
P=1236 | X=0505.390-0522.030 | Y=0150.490-0159.810 | 410
P=1236 | X=0117.170-0348.250 | Y=0165.650-0176.890 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1236 | X=0117.170-0394.360 | Y=0183.170-0194.410 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1236 | X=0117.170-0388.990 | Y=0200.950-0212.190 | Các tuyến đường giao thông không đấu nối trực tiếp thông ra
P=1236 | X=0117.170-0395.740 | Y=0212.470-0223.710 | Đường ấp 5 - ấp 6 đoạn từ Đường vào khu công nghiệp Giang
P=1236 | X=0117.170-0396.190 | Y=0223.990-0235.230 | Điền về hai phía 500m có hiện trạng là đường nhựa, bê tông xi
P=1236 | X=0117.170-0145.170 | Y=0235.510-0246.750 | măng:
P=1236 | X=0097.970-0348.720 | Y=0252.270-0264.270 | 48 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1236 | X=0453.050-0469.690 | Y=0252.270-0261.590 | 350
P=1236 | X=0505.390-0522.030 | Y=0252.270-0261.590 | 310
P=1236 | X=0117.170-0404.060 | Y=0270.550-0281.790 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1236 | X=0117.170-0178.290 | Y=0282.100-0293.340 | đến ≤1.000m.
P=1236 | X=0117.170-0340.340 | Y=0299.620-0310.860 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1236 | X=0117.170-0409.660 | Y=0317.380-0328.620 | Các tuyến đường giao thông không đấu nối trực tiếp ra Đường ấp
P=1236 | X=0117.170-0400.310 | Y=0328.900-0340.140 | 5 - ấp 6 đoạn từ Đường vào khu công nghiệp Giang Điền về hai
P=1236 | X=0117.170-0373.930 | Y=0340.420-0351.660 | phía 500m có hiện trạng là đường nhựa, bê tông xi măng:
P=1236 | X=0097.970-0109.090 | Y=0348.300-0357.620 | 49
P=1236 | X=0453.050-0469.690 | Y=0348.300-0357.620 | 230
P=1236 | X=0505.390-0522.030 | Y=0348.300-0357.620 | 220
P=1236 | X=0117.170-0402.980 | Y=0357.700-0368.940 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1236 | X=0117.170-0340.810 | Y=0375.240-0386.480 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1236 | X=0315.240-0408.410 | Y=0394.880-0404.200 | Giáp sông Buông trừ
P=1236 | X=0315.240-0401.750 | Y=0404.520-0415.760 | đoạn từ đường vào
P=1236 | X=0097.970-0199.590 | Y=0416.040-0427.280 | 50 Đường ấp 5 - ấp 6
P=1236 | X=0223.030-0388.780 | Y=0416.040-0427.280 | Đường Mai Chí Thọ khu công nghiệp
P=1236 | X=0453.050-0469.690 | Y=0417.920-0427.240 | 670
P=1236 | X=0505.390-0522.030 | Y=0417.920-0427.240 | 600
P=1236 | X=0315.240-0394.780 | Y=0427.560-0438.800 | Giang Điền về hai
P=1236 | X=0315.240-0362.530 | Y=0440.960-0450.280 | phía 500m
P=1236 | X=0117.170-0407.980 | Y=0456.860-0468.100 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường ấp 5 - ấp
P=1236 | X=0117.170-0404.330 | Y=0468.380-0479.620 | 6 đoạn từ Đường Mai Chí Thọ đến Giáp sông Buông trừ đoạn từ
P=1236 | X=0117.170-0409.660 | Y=0479.900-0491.140 | đường vào khu công nghiệp Giang Điền về hai phía 500m có hiện
P=1236 | X=0097.970-0288.950 | Y=0491.420-0502.860 | 51 trạng là đường nhựa, bê tông xi măng:
P=1236 | X=0453.050-0469.690 | Y=0493.540-0502.860 | 450
P=1236 | X=0505.390-0522.030 | Y=0493.540-0502.860 | 410
P=1236 | X=0117.170-0348.250 | Y=0508.940-0520.180 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1236 | X=0117.170-0394.360 | Y=0526.220-0537.460 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1236 | X=0117.170-0407.980 | Y=0544.010-0555.250 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường ấp 5 - ấp
P=1236 | X=0117.170-0404.330 | Y=0555.530-0566.770 | 6 đoạn từ Đường Mai Chí Thọ đến Giáp sông Buông trừ đoạn từ
P=1236 | X=0117.170-0409.660 | Y=0567.050-0578.290 | đường vào khu công nghiệp Giang Điền về hai phía 500m có hiện
P=1236 | X=0117.170-0288.950 | Y=0578.570-0589.810 | trạng là đường nhựa, bê tông xi măng:
P=1236 | X=0097.970-0348.730 | Y=0595.330-0607.330 | 52 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1236 | X=0453.050-0469.690 | Y=0595.330-0604.650 | 350
P=1236 | X=0505.390-0522.030 | Y=0595.330-0604.650 | 310
