TABLE=027 | AREA=Xã Xuân Bắc | SECTION=agricultural | SEGMENTS=1
P=0953 | X=0111.170-0304.780 | Y=0445.320-0456.560 | hiện trạng là đường nhựa, bê tông xi măng:
P=0953 | X=0092.180-0108.820 | Y=0453.220-0462.540 | 117
P=0953 | X=0458.090-0474.730 | Y=0453.220-0462.540 | 330
P=0953 | X=0505.390-0522.030 | Y=0453.220-0462.540 | 200
P=0953 | X=0111.170-0342.250 | Y=0462.860-0474.100 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0953 | X=0111.170-0388.360 | Y=0480.380-0491.620 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0953 | X=0111.170-0396.430 | Y=0498.140-0509.380 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0953 | X=0111.170-0414.900 | Y=0509.660-0520.900 | Đường cầu Đội 1 ấp 8 đoạn từ Đường tỉnh 763 đến Suối Gia Ray có
P=0953 | X=0111.170-0304.780 | Y=0521.180-0532.420 | hiện trạng là đường nhựa, bê tông xi măng:
P=0953 | X=0092.180-0342.720 | Y=0538.490-0552.810 | 118 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0953 | X=0458.090-0474.730 | Y=0543.490-0552.810 | 260
P=0953 | X=0505.390-0522.030 | Y=0543.490-0552.810 | 150
P=0953 | X=0111.170-0417.590 | Y=0556.010-0567.250 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0953 | X=0111.170-0152.850 | Y=0567.530-0578.770 | ≤1.000m.
P=0953 | X=0111.170-0334.340 | Y=0585.050-0596.290 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0953 | X=0111.170-0396.430 | Y=0602.810-0614.050 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0953 | X=0111.170-0414.900 | Y=0614.330-0625.570 | Đường cầu Đội 1 ấp 8 đoạn từ Đường tỉnh 763 đến Suối Gia Ray có
P=0953 | X=0111.170-0304.780 | Y=0625.870-0637.110 | hiện trạng là đường nhựa, bê tông xi măng:
P=0953 | X=0092.180-0108.820 | Y=0633.750-0643.070 | 119
P=0953 | X=0458.090-0474.730 | Y=0633.750-0643.070 | 180
P=0953 | X=0505.390-0522.030 | Y=0633.750-0643.070 | 110
P=0953 | X=0111.170-0396.980 | Y=0643.390-0654.630 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0953 | X=0111.170-0334.810 | Y=0660.910-0672.150 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0953 | X=0092.180-0208.710 | Y=0678.670-0689.910 | 120 Đường vào đồi đất đỏ
P=0953 | X=0245.140-0315.310 | Y=0678.670-0689.910 | Đường tỉnh 763
P=0953 | X=0334.680-0393.690 | Y=0680.550-0689.870 | Suối Gia Ray
P=0953 | X=0458.090-0474.730 | Y=0680.550-0689.870 | 470
P=0953 | X=0505.390-0522.030 | Y=0680.550-0689.870 | 330
P=0953 | X=0111.170-0411.420 | Y=0696.430-0707.670 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường vào đồi đất
P=0953 | X=0092.180-0108.820 | Y=0704.100-0713.420 | 121
P=0953 | X=0458.090-0474.730 | Y=0704.100-0713.420 | 330
P=0953 | X=0505.390-0522.030 | Y=0704.100-0713.420 | 200
P=0953 | X=0111.170-0417.590 | Y=0707.970-0719.210 | đỏ đoạn từ Đường tỉnh 763 đến Suối Gia Ray có hiện trạng là đường
P=0954 | X=0111.170-0214.280 | Y=0072.500-0083.740 | nhựa, bê tông xi măng:
P=0954 | X=0111.170-0342.250 | Y=0090.020-0101.260 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0954 | X=0111.170-0388.360 | Y=0107.540-0118.780 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0954 | X=0111.170-0411.420 | Y=0125.330-0136.570 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường vào đồi đất
P=0954 | X=0111.170-0417.590 | Y=0136.850-0148.090 | đỏ đoạn từ Đường tỉnh 763 đến Suối Gia Ray có hiện trạng là đường
P=0954 | X=0111.170-0214.280 | Y=0148.370-0159.610 | nhựa, bê tông xi măng:
P=0954 | X=0092.180-0342.720 | Y=0165.650-0179.970 | 122 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0954 | X=0458.090-0474.730 | Y=0170.650-0179.970 | 260
P=0954 | X=0505.390-0522.030 | Y=0170.650-0179.970 | 150
P=0954 | X=0111.170-0417.590 | Y=0183.170-0194.410 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0954 | X=0111.170-0152.850 | Y=0194.690-0205.930 | ≤1.000m.
P=0954 | X=0111.170-0334.360 | Y=0212.230-0223.470 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0954 | X=0111.170-0411.420 | Y=0229.990-0241.230 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường vào đồi đất
P=0954 | X=0111.170-0417.590 | Y=0241.510-0252.750 | đỏ đoạn từ Đường tỉnh 763 đến Suối Gia Ray có hiện trạng là đường
P=0954 | X=0111.170-0214.280 | Y=0253.030-0264.270 | nhựa, bê tông xi măng:
P=0954 | X=0092.180-0108.820 | Y=0260.910-0270.230 | 123
P=0954 | X=0458.090-0474.730 | Y=0260.910-0270.230 | 180
P=0954 | X=0505.390-0522.030 | Y=0260.910-0270.230 | 110
P=0954 | X=0111.170-0396.980 | Y=0270.550-0281.790 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0954 | X=0111.170-0334.810 | Y=0288.100-0299.340 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0954 | X=0111.170-0396.430 | Y=0305.860-0317.100 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0954 | X=0111.170-0413.220 | Y=0317.380-0328.620 | Đường vào đồi đất đỏ đoạn từ Đường tỉnh 763 đến Suối Gia Ray có
P=0954 | X=0111.170-0304.780 | Y=0328.900-0340.140 | hiện trạng là đường nhựa, bê tông xi măng:
P=0954 | X=0092.180-0108.820 | Y=0336.780-0346.100 | 124
P=0954 | X=0458.090-0474.730 | Y=0336.780-0346.100 | 330
P=0954 | X=0505.390-0522.030 | Y=0336.780-0346.100 | 200
P=0954 | X=0111.170-0342.250 | Y=0346.420-0357.660 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0954 | X=0111.170-0388.360 | Y=0363.700-0374.940 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0954 | X=0111.170-0396.430 | Y=0381.480-0392.720 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0954 | X=0111.170-0413.220 | Y=0393.000-0404.240 | Đường vào đồi đất đỏ đoạn từ Đường tỉnh 763 đến Suối Gia Ray có
P=0954 | X=0111.170-0304.780 | Y=0404.520-0415.760 | hiện trạng là đường nhựa, bê tông xi măng:
P=0954 | X=0092.180-0342.720 | Y=0422.040-0436.360 | 125 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0954 | X=0458.090-0474.730 | Y=0427.040-0436.360 | 260
P=0954 | X=0505.390-0522.030 | Y=0427.040-0436.360 | 150
P=0954 | X=0111.170-0417.590 | Y=0439.560-0450.800 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0954 | X=0111.170-0152.850 | Y=0451.100-0462.340 | ≤1.000m.
P=0954 | X=0111.170-0334.340 | Y=0468.620-0479.860 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0954 | X=0111.170-0396.430 | Y=0486.380-0497.620 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0954 | X=0111.170-0413.220 | Y=0497.900-0509.140 | Đường vào đồi đất đỏ đoạn từ Đường tỉnh 763 đến Suối Gia Ray có
P=0954 | X=0111.170-0304.780 | Y=0509.420-0520.660 | hiện trạng là đường nhựa, bê tông xi măng:
P=0954 | X=0092.180-0108.820 | Y=0517.300-0526.620 | 126
P=0954 | X=0458.090-0474.730 | Y=0517.300-0526.620 | 180
P=0954 | X=0505.390-0522.030 | Y=0517.300-0526.620 | 110
P=0954 | X=0111.170-0396.980 | Y=0526.940-0538.180 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0954 | X=0111.170-0334.810 | Y=0544.250-0555.490 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0954 | X=0111.170-0229.140 | Y=0562.010-0573.250 | Đường Xuân Thành - Suối
P=0954 | X=0245.140-0315.310 | Y=0567.770-0579.010 | Đường tỉnh 763
P=0954 | X=0092.180-0108.820 | Y=0569.650-0578.970 | 127
P=0954 | X=0334.680-0393.800 | Y=0569.650-0578.970 | Cầu Suối Tre
P=0954 | X=0458.090-0474.730 | Y=0569.650-0578.970 | 500
P=0954 | X=0505.390-0522.030 | Y=0569.650-0578.970 | 370
P=0954 | X=0111.170-0181.750 | Y=0575.410-0584.730 | Cao - Xuân Bắc
P=0954 | X=0111.170-0422.810 | Y=0591.290-0602.530 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Xuân Thành -
P=0954 | X=0111.170-0409.160 | Y=0602.810-0614.050 | Suối Cao - Xuân Bắc đoạn từ Đường tỉnh 763 đến Cầu Suối Tre có
P=0954 | X=0111.170-0304.780 | Y=0614.330-0625.570 | hiện trạng là đường nhựa, bê tông xi măng:
P=0954 | X=0092.180-0108.820 | Y=0622.230-0631.550 | 128
P=0954 | X=0458.090-0474.730 | Y=0622.230-0631.550 | 350
P=0954 | X=0505.390-0522.030 | Y=0622.230-0631.550 | 230
P=0954 | X=0111.170-0342.250 | Y=0631.870-0643.110 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0954 | X=0111.170-0388.360 | Y=0649.390-0660.630 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0954 | X=0111.170-0422.810 | Y=0667.150-0678.390 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Xuân Thành -
P=0954 | X=0111.170-0409.160 | Y=0678.670-0689.910 | Suối Cao - Xuân Bắc đoạn từ Đường tỉnh 763 đến Cầu Suối Tre có
P=0954 | X=0092.180-0304.780 | Y=0689.190-0701.430 | 129 hiện trạng là đường nhựa, bê tông xi măng:
P=0954 | X=0458.090-0474.730 | Y=0689.190-0698.510 | 290
P=0954 | X=0505.390-0522.030 | Y=0689.190-0698.510 | 180
P=0954 | X=0111.170-0342.720 | Y=0707.730-0718.970 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0955 | X=0111.170-0417.590 | Y=0078.500-0089.740 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0955 | X=0111.170-0152.850 | Y=0090.020-0101.260 | ≤1.000m.
P=0955 | X=0111.170-0334.340 | Y=0107.540-0118.780 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0955 | X=0111.170-0422.810 | Y=0125.330-0136.570 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Xuân Thành -
P=0955 | X=0111.170-0409.160 | Y=0136.850-0148.090 | Suối Cao - Xuân Bắc đoạn từ Đường tỉnh 763 đến Cầu Suối Tre có
P=0955 | X=0111.170-0304.780 | Y=0148.370-0159.610 | hiện trạng là đường nhựa, bê tông xi măng:
P=0955 | X=0092.180-0108.820 | Y=0156.250-0165.570 | 130
P=0955 | X=0458.090-0474.730 | Y=0156.250-0165.570 | 200
P=0955 | X=0505.390-0522.030 | Y=0156.250-0165.570 | 130
P=0955 | X=0111.170-0396.980 | Y=0165.650-0176.890 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0955 | X=0111.170-0334.810 | Y=0183.170-0194.410 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0955 | X=0111.170-0396.460 | Y=0200.950-0212.190 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0955 | X=0111.170-0412.550 | Y=0212.470-0223.710 | Đường Xuân Thành - Suối Cao - Xuân Bắc đoạn từ Đường tỉnh 763
P=0955 | X=0111.170-0399.150 | Y=0223.990-0235.230 | đến Cầu Suối Tre có hiện trạng là đường nhựa, bê tông xi măng:
P=0955 | X=0092.180-0108.820 | Y=0231.870-0241.190 | 131
P=0955 | X=0458.090-0474.730 | Y=0231.870-0241.190 | 350
P=0955 | X=0505.390-0522.030 | Y=0231.870-0241.190 | 230
P=0955 | X=0111.170-0342.250 | Y=0241.510-0252.750 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0955 | X=0111.170-0388.360 | Y=0259.030-0270.270 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0955 | X=0111.170-0396.430 | Y=0276.790-0288.030 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0955 | X=0111.170-0412.550 | Y=0288.340-0299.580 | Đường Xuân Thành - Suối Cao - Xuân Bắc đoạn từ Đường tỉnh 763
P=0955 | X=0111.170-0399.150 | Y=0299.860-0311.100 | đến Cầu Suối Tre có hiện trạng là đường nhựa, bê tông xi măng:
P=0955 | X=0092.180-0342.720 | Y=0317.380-0331.460 | 132 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0955 | X=0458.090-0474.730 | Y=0322.140-0331.460 | 290
P=0955 | X=0505.390-0522.030 | Y=0322.140-0331.460 | 180
P=0955 | X=0111.170-0417.590 | Y=0334.900-0346.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0955 | X=0111.170-0152.850 | Y=0346.420-0357.660 | ≤1.000m.
P=0955 | X=0111.170-0334.340 | Y=0363.700-0374.940 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0955 | X=0111.170-0396.430 | Y=0381.480-0392.720 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0955 | X=0111.170-0412.550 | Y=0393.000-0404.240 | Đường Xuân Thành - Suối Cao - Xuân Bắc đoạn từ Đường tỉnh 763
P=0955 | X=0111.170-0399.150 | Y=0404.520-0415.760 | đến Cầu Suối Tre có hiện trạng là đường nhựa, bê tông xi măng:
P=0955 | X=0092.180-0108.820 | Y=0412.400-0421.720 | 133
P=0955 | X=0458.090-0474.730 | Y=0412.400-0421.720 | 200
P=0955 | X=0505.390-0522.030 | Y=0412.400-0421.720 | 130
P=0955 | X=0111.170-0396.980 | Y=0422.040-0433.280 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0955 | X=0111.170-0334.810 | Y=0439.560-0450.800 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0955 | X=0111.170-0229.140 | Y=0457.340-0468.580 | Đường Xuân Thành - Suối
P=0955 | X=0092.180-0108.820 | Y=0464.980-0474.300 | 134
P=0955 | X=0245.140-0304.240 | Y=0464.980-0474.300 | Cầu Suối Tre
P=0955 | X=0334.680-0374.620 | Y=0464.980-0474.300 | Cầu số 2
P=0955 | X=0458.090-0474.730 | Y=0464.980-0474.300 | 500
P=0955 | X=0505.390-0522.030 | Y=0464.980-0474.300 | 370
P=0955 | X=0111.170-0181.750 | Y=0470.740-0480.060 | Cao - Xuân Bắc
P=0955 | X=0111.170-0422.810 | Y=0486.620-0497.860 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Xuân Thành -
P=0955 | X=0111.170-0401.020 | Y=0498.140-0509.380 | Suối Cao - Xuân Bắc đoạn từ Cầu Suối Tre đến Cầu số 2 có hiện
P=0955 | X=0111.170-0282.950 | Y=0509.660-0520.900 | trạng là đường nhựa, bê tông xi măng:
P=0955 | X=0092.180-0108.820 | Y=0517.540-0526.860 | 135
P=0955 | X=0458.090-0474.730 | Y=0517.540-0526.860 | 350
P=0955 | X=0505.390-0522.030 | Y=0517.540-0526.860 | 230
P=0955 | X=0111.170-0342.250 | Y=0527.180-0538.420 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0955 | X=0111.170-0388.360 | Y=0544.490-0555.730 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0955 | X=0111.170-0422.810 | Y=0562.250-0573.490 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Xuân Thành -
P=0955 | X=0111.170-0401.020 | Y=0573.770-0585.010 | Suối Cao - Xuân Bắc đoạn từ Cầu Suối Tre đến Cầu số 2 có hiện
P=0955 | X=0111.170-0282.950 | Y=0585.290-0596.530 | trạng là đường nhựa, bê tông xi măng:
P=0955 | X=0092.180-0342.720 | Y=0602.810-0617.130 | 136 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0955 | X=0458.090-0474.730 | Y=0607.810-0617.130 | 290
P=0955 | X=0505.390-0522.030 | Y=0607.810-0617.130 | 180
P=0955 | X=0111.170-0417.590 | Y=0620.350-0631.590 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0955 | X=0111.170-0152.850 | Y=0631.870-0643.110 | ≤1.000m.
P=0955 | X=0111.170-0334.340 | Y=0649.390-0660.630 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0955 | X=0111.170-0422.810 | Y=0667.150-0678.390 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Xuân Thành -
P=0955 | X=0111.170-0401.020 | Y=0678.670-0689.910 | Suối Cao - Xuân Bắc đoạn từ Cầu Suối Tre đến Cầu số 2 có hiện
P=0955 | X=0092.180-0282.990 | Y=0689.190-0701.430 | 137 trạng là đường nhựa, bê tông xi măng:
P=0955 | X=0458.090-0474.730 | Y=0689.190-0698.510 | 200
P=0955 | X=0505.390-0522.030 | Y=0689.190-0698.510 | 130
P=0955 | X=0111.170-0396.980 | Y=0707.730-0718.970 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0956 | X=0111.170-0334.810 | Y=0078.500-0089.740 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0956 | X=0111.170-0396.430 | Y=0096.260-0107.500 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0956 | X=0111.170-0420.940 | Y=0107.780-0119.020 | Đường Xuân Thành - Suối Cao - Xuân Bắc đoạn từ Cầu Suối Tre đến
P=0956 | X=0111.170-0360.730 | Y=0119.330-0130.570 | Cầu số 2 có hiện trạng là đường nhựa, bê tông xi măng:
P=0956 | X=0092.180-0108.820 | Y=0127.210-0136.530 | 138
P=0956 | X=0458.090-0474.730 | Y=0127.210-0136.530 | 350
P=0956 | X=0505.390-0522.030 | Y=0127.210-0136.530 | 230
P=0956 | X=0111.170-0342.250 | Y=0136.850-0148.090 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0956 | X=0111.170-0388.360 | Y=0154.370-0165.610 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0956 | X=0111.170-0396.430 | Y=0172.130-0183.370 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0956 | X=0111.170-0420.940 | Y=0183.410-0194.650 | Đường Xuân Thành - Suối Cao - Xuân Bắc đoạn từ Cầu Suối Tre đến
P=0956 | X=0111.170-0360.730 | Y=0194.930-0206.170 | Cầu số 2 có hiện trạng là đường nhựa, bê tông xi măng:
P=0956 | X=0092.180-0342.720 | Y=0212.470-0226.790 | 139 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0956 | X=0458.090-0474.730 | Y=0217.470-0226.790 | 290
P=0956 | X=0505.390-0522.030 | Y=0217.470-0226.790 | 180
P=0956 | X=0111.170-0417.590 | Y=0229.990-0241.230 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0956 | X=0111.170-0152.850 | Y=0241.510-0252.750 | ≤1.000m.
P=0956 | X=0111.170-0334.340 | Y=0259.030-0270.270 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0956 | X=0111.170-0396.430 | Y=0276.790-0288.030 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0956 | X=0111.170-0420.940 | Y=0288.340-0299.580 | Đường Xuân Thành - Suối Cao - Xuân Bắc đoạn từ Cầu Suối Tre đến
P=0956 | X=0111.170-0360.730 | Y=0299.860-0311.100 | Cầu số 2 có hiện trạng là đường nhựa, bê tông xi măng:
P=0956 | X=0092.180-0108.820 | Y=0307.740-0317.060 | 140
P=0956 | X=0458.090-0474.730 | Y=0307.740-0317.060 | 200
P=0956 | X=0505.390-0522.030 | Y=0307.740-0317.060 | 130
P=0956 | X=0111.170-0396.990 | Y=0317.380-0328.620 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0956 | X=0111.170-0334.810 | Y=0334.900-0346.140 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0956 | X=0111.170-0229.140 | Y=0352.660-0363.900 | Đường Xuân Thành - Suối
P=0956 | X=0334.680-0414.700 | Y=0354.540-0363.860 | Giáp ranh xã Suối
P=0956 | X=0092.180-0108.820 | Y=0360.300-0369.620 | 141
P=0956 | X=0245.140-0285.060 | Y=0360.300-0369.620 | Cầu số 2
P=0956 | X=0458.090-0474.730 | Y=0360.300-0369.620 | 500
P=0956 | X=0505.390-0522.030 | Y=0360.300-0369.620 | 370
P=0956 | X=0334.680-0366.440 | Y=0363.940-0375.180 | Cao cũ
P=0956 | X=0111.170-0181.750 | Y=0365.820-0375.140 | Cao - Xuân Bắc
P=0956 | X=0111.170-0422.810 | Y=0381.720-0392.960 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Xuân Thành -
P=0956 | X=0111.170-0421.650 | Y=0393.240-0404.480 | Suối Cao - Xuân Bắc đoạn từ Cầu số 2 đến Giáp ranh xã Suối Cao cũ
P=0956 | X=0111.170-0318.020 | Y=0404.760-0416.000 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0956 | X=0092.180-0108.820 | Y=0412.640-0421.960 | 142
P=0956 | X=0458.090-0474.730 | Y=0412.640-0421.960 | 350
P=0956 | X=0505.390-0522.030 | Y=0412.640-0421.960 | 230
P=0956 | X=0111.170-0342.250 | Y=0422.280-0433.520 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0956 | X=0111.170-0388.360 | Y=0439.800-0451.040 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0956 | X=0111.170-0422.810 | Y=0457.580-0468.820 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Xuân Thành -
P=0956 | X=0111.170-0421.650 | Y=0469.100-0480.340 | Suối Cao - Xuân Bắc đoạn từ Cầu số 2 đến Giáp ranh xã Suối Cao cũ
P=0956 | X=0111.170-0318.020 | Y=0480.620-0491.860 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0956 | X=0092.180-0342.720 | Y=0498.140-0512.220 | 143 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0956 | X=0458.090-0474.730 | Y=0502.900-0512.220 | 290
P=0956 | X=0505.390-0522.030 | Y=0502.900-0512.220 | 180
P=0956 | X=0111.170-0417.590 | Y=0515.660-0526.900 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0956 | X=0111.170-0152.850 | Y=0527.180-0538.420 | ≤1.000m.
P=0956 | X=0111.170-0334.340 | Y=0544.490-0555.730 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0956 | X=0111.170-0422.810 | Y=0562.250-0573.490 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Xuân Thành -
P=0956 | X=0111.170-0421.650 | Y=0573.770-0585.010 | Suối Cao - Xuân Bắc đoạn từ Cầu số 2 đến Giáp ranh xã Suối Cao cũ
P=0956 | X=0111.170-0318.020 | Y=0585.290-0596.530 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0956 | X=0092.180-0108.820 | Y=0593.170-0602.490 | 144
P=0956 | X=0458.090-0474.730 | Y=0593.170-0602.490 | 200
P=0956 | X=0505.390-0522.030 | Y=0593.170-0602.490 | 130
P=0956 | X=0111.170-0396.980 | Y=0602.810-0614.050 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0956 | X=0111.170-0334.810 | Y=0620.350-0631.590 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0956 | X=0111.170-0396.430 | Y=0638.110-0649.350 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0956 | X=0111.170-0401.750 | Y=0649.630-0660.870 | Đường Xuân Thành - Suối Cao - Xuân Bắc đoạn từ Cầu số 2 đến
P=0956 | X=0111.170-0404.840 | Y=0661.150-0672.390 | Giáp ranh xã Suối Cao cũ có hiện trạng là đường nhựa, bê tông xi
P=0956 | X=0092.180-0139.170 | Y=0672.670-0684.110 | 145 măng:
P=0956 | X=0458.090-0474.730 | Y=0674.790-0684.110 | 350
P=0956 | X=0505.390-0522.030 | Y=0674.790-0684.110 | 230
P=0956 | X=0111.170-0342.250 | Y=0690.190-0701.430 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0956 | X=0111.170-0388.360 | Y=0707.730-0718.970 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0957 | X=0111.170-0396.430 | Y=0078.500-0089.740 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0957 | X=0111.170-0401.750 | Y=0090.020-0101.260 | Đường Xuân Thành - Suối Cao - Xuân Bắc đoạn từ Cầu số 2 đến
P=0957 | X=0111.170-0404.840 | Y=0101.540-0112.780 | Giáp ranh xã Suối Cao cũ có hiện trạng là đường nhựa, bê tông xi
P=0957 | X=0111.170-0139.170 | Y=0113.060-0124.300 | măng:
P=0957 | X=0092.180-0342.720 | Y=0129.610-0141.850 | 146 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0957 | X=0458.090-0474.730 | Y=0129.610-0138.930 | 290
P=0957 | X=0505.390-0522.030 | Y=0129.610-0138.930 | 180
P=0957 | X=0111.170-0417.590 | Y=0148.130-0159.370 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0957 | X=0111.170-0152.850 | Y=0159.410-0170.650 | ≤1.000m.
P=0957 | X=0111.170-0334.370 | Y=0176.930-0188.170 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0957 | X=0111.170-0396.430 | Y=0194.690-0205.930 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0957 | X=0111.170-0401.750 | Y=0206.230-0217.470 | Đường Xuân Thành - Suối Cao - Xuân Bắc đoạn từ Cầu số 2 đến
P=0957 | X=0111.170-0404.840 | Y=0217.750-0228.990 | Giáp ranh xã Suối Cao cũ có hiện trạng là đường nhựa, bê tông xi
P=0957 | X=0092.180-0139.170 | Y=0229.270-0240.710 | 147 măng:
P=0957 | X=0458.090-0474.730 | Y=0231.390-0240.710 | 200
P=0957 | X=0505.390-0522.030 | Y=0231.390-0240.710 | 130
P=0957 | X=0111.170-0396.990 | Y=0246.790-0258.030 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0957 | X=0111.170-0334.810 | Y=0264.310-0275.550 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0957 | X=0334.680-0423.600 | Y=0282.100-0293.340 | Đường Xuân Thành
P=0957 | X=0092.180-0166.690 | Y=0293.620-0304.860 | 148 Đường SaBi
P=0957 | X=0245.140-0315.310 | Y=0293.620-0304.860 | Đường tỉnh 763
P=0957 | X=0334.680-0414.230 | Y=0295.500-0304.820 | - Suối Cao - Xuân
P=0957 | X=0458.090-0474.730 | Y=0295.500-0304.820 | 470
P=0957 | X=0505.390-0522.030 | Y=0295.500-0304.820 | 330
P=0957 | X=0334.680-0351.960 | Y=0307.020-0316.340 | Bắc
P=0957 | X=0111.170-0420.890 | Y=0322.900-0334.140 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường SaBi đoạn từ
