TABLE=063 | AREA=Phường Phước Bình | SECTION=agricultural | SEGMENTS=1
P=2012 | X=0309.240-0409.420 | Y=0306.580-0317.820 | Ngũ Lão - Đường Liên
P=2012 | X=0197.830-0300.250 | Y=0312.340-0323.580 | ranh thửa đất số 12, tờ
P=2012 | X=0108.290-0190.220 | Y=0318.100-0329.340 | Đường Phạm Ngũ
P=2012 | X=0309.240-0421.180 | Y=0319.980-0329.300 | Khu vực 1 (hết ranh thửa
P=2012 | X=0197.830-0295.970 | Y=0323.860-0335.100 | bản đồ 40 và thửa đất
P=2012 | X=0090.500-0107.140 | Y=0325.740-0335.060 | 136
P=2012 | X=0437.690-0454.330 | Y=0325.740-0335.060 | 294
P=2012 | X=0471.530-0488.170 | Y=0325.740-0335.060 | 235
P=2012 | X=0505.390-0522.030 | Y=0325.740-0335.060 | 188
P=2012 | X=0309.240-0409.510 | Y=0329.620-0340.860 | đất số 188 và thửa đất
P=2012 | X=0108.290-0124.930 | Y=0331.500-0340.820 | Lão
P=2012 | X=0197.830-0298.020 | Y=0335.380-0346.620 | số 31, tờ bản đồ số 39
P=2012 | X=0309.240-0406.110 | Y=0343.020-0352.340 | số 139, cùng thuộc tờ
P=2012 | X=0197.830-0288.030 | Y=0348.780-0358.100 | và Bên trái tuyến từ:
P=2012 | X=0309.240-0370.220 | Y=0352.660-0363.900 | bản đồ số 09)
P=2012 | X=0197.830-0296.840 | Y=0358.180-0369.420 | thửa đất số 66, tờ bản
P=2012 | X=0197.830-0239.380 | Y=0369.720-0380.960 | đồ số 39)
P=2012 | X=0197.830-0290.020 | Y=0387.720-0398.960 | Ngã tư đường Phạm
P=2012 | X=0309.240-0414.460 | Y=0393.480-0404.720 | Hết tuyến (đến hết ranh
P=2012 | X=0197.830-0298.020 | Y=0399.240-0410.480 | Ngũ Lão - Đường Liên
P=2012 | X=0309.240-0405.100 | Y=0405.000-0416.240 | thửa đất số 4 và thửa
P=2012 | X=0108.290-0308.840 | Y=0410.760-0422.000 | Đường Phạm Ngũ Khu vực 1 (Từ ranh thửa
P=2012 | X=0309.240-0411.630 | Y=0416.520-0427.760 | đất số 5, cùng thuộc tờ
P=2012 | X=0090.500-0107.140 | Y=0418.400-0427.720 | 137
P=2012 | X=0437.690-0454.330 | Y=0418.400-0427.720 | 294
P=2012 | X=0471.530-0488.170 | Y=0418.400-0427.720 | 235
P=2012 | X=0505.390-0522.030 | Y=0418.400-0427.720 | 188
P=2012 | X=0197.830-0305.720 | Y=0422.280-0433.520 | đất số 86 và thửa đất số
P=2012 | X=0108.290-0124.930 | Y=0424.160-0433.480 | Lão
P=2012 | X=0309.240-0406.540 | Y=0428.040-0439.280 | bản đồ số thửa đất số
P=2012 | X=0197.830-0300.920 | Y=0435.680-0445.000 | 141, cùng thuộc tờ bản
P=2012 | X=0309.240-0323.640 | Y=0441.440-0450.760 | 08)
P=2012 | X=0197.830-0292.900 | Y=0445.320-0456.560 | đồ số thửa đất số 09)
P=2012 | X=0108.290-0186.400 | Y=0463.340-0474.580 | Các tuyến đường
P=2012 | X=0090.500-0107.140 | Y=0470.980-0480.300 | 138
P=2012 | X=0197.830-0248.100 | Y=0470.980-0480.300 | Toàn tuyến
P=2012 | X=0437.690-0454.330 | Y=0470.980-0480.300 | 231
P=2012 | X=0471.530-0488.170 | Y=0470.980-0480.300 | 185
P=2012 | X=0505.390-0522.030 | Y=0470.980-0480.300 | 148
P=2012 | X=0108.290-0178.710 | Y=0476.740-0486.060 | nội ô Khu phố 5
P=2012 | X=0197.830-0306.280 | Y=0492.860-0504.100 | Giáp đường Nguyễn Tất
P=2012 | X=0108.290-0400.540 | Y=0504.380-0515.620 | Đường Thống Nhất Thành (vòng xoay) (từ Ngã tư đường Thích
P=2012 | X=0090.500-0107.140 | Y=0512.020-0521.340 | 139
P=2012 | X=0437.690-0454.330 | Y=0512.020-0521.340 | 420
P=2012 | X=0471.530-0488.170 | Y=0512.020-0521.340 | 336
P=2012 | X=0505.390-0522.030 | Y=0512.020-0521.340 | 269
P=2012 | X=0108.290-0182.210 | Y=0515.900-0527.140 | (Đường ĐT 759)
P=2012 | X=0197.830-0361.100 | Y=0515.900-0527.140 | thửa đất số 20, tờ bản Quảng Đức
P=2012 | X=0197.830-0244.900 | Y=0527.420-0538.660 | đồ số 141)
P=2012 | X=0309.240-0406.550 | Y=0545.450-0556.690 | Hết ranh trường trung
P=2012 | X=0309.240-0410.850 | Y=0556.970-0568.210 | học cơ sở Phước Bình
P=2012 | X=0108.290-0289.140 | Y=0562.490-0573.730 | Đường Thống Nhất Ngã tư đường Thích
P=2012 | X=0309.240-0413.990 | Y=0568.250-0579.490 | (thửa đất số 83 và thửa
P=2012 | X=0090.500-0107.140 | Y=0570.130-0579.450 | 140
P=2012 | X=0437.690-0454.330 | Y=0570.130-0579.450 | 420
P=2012 | X=0471.530-0488.170 | Y=0570.130-0579.450 | 336
P=2012 | X=0505.390-0522.030 | Y=0570.130-0579.450 | 269
P=2012 | X=0108.290-0182.210 | Y=0574.010-0585.250 | (Đường ĐT 759)
P=2012 | X=0197.830-0249.700 | Y=0574.010-0585.250 | Quảng Đức
P=2012 | X=0309.240-0417.150 | Y=0579.770-0591.010 | đất số 36, cùng thuộc tờ
P=2012 | X=0309.240-0375.740 | Y=0591.290-0602.530 | bản đồ số 120)
P=2012 | X=0197.830-0295.150 | Y=0609.290-0620.530 | Hết ranh trường trung
P=2012 | X=0309.240-0401.740 | Y=0609.290-0620.530 | Hết ranh xưởng điều
P=2012 | X=0197.830-0299.450 | Y=0620.830-0632.070 | học cơ sở Phước Bình
P=2012 | X=0309.240-0410.380 | Y=0620.830-0632.070 | Sơn Tùng (thửa đất số
P=2012 | X=0108.290-0195.110 | Y=0626.590-0637.830 | Đường Thống Nhất
P=2012 | X=0197.830-0296.110 | Y=0632.350-0643.590 | (hết thửa đất số 83 và
P=2012 | X=0309.240-0415.030 | Y=0632.350-0643.590 | 181 và thửa đất số 278,
P=2012 | X=0090.500-0107.140 | Y=0634.230-0643.550 | 141
P=2012 | X=0437.690-0454.330 | Y=0634.230-0643.550 | 420
P=2012 | X=0471.530-0488.170 | Y=0634.230-0643.550 | 336
P=2012 | X=0505.390-0522.030 | Y=0634.230-0643.550 | 269
P=2012 | X=0108.290-0182.210 | Y=0638.110-0649.350 | (Đường ĐT 759)
P=2012 | X=0197.830-0293.990 | Y=0643.870-0655.110 | hết thửa đất số 36, tờ
P=2012 | X=0309.240-0417.100 | Y=0643.870-0655.110 | cùng thuộc tờ bản đồ số
P=2012 | X=0197.830-0264.340 | Y=0655.390-0666.630 | bản đồ số 120)
P=2012 | X=0309.240-0329.160 | Y=0657.270-0666.590 | 120)
P=2012 | X=0197.830-0290.340 | Y=0673.390-0684.630 | Hết ranh xưởng điều
P=2012 | X=0309.240-0415.990 | Y=0673.390-0684.630 | Đường Âu Cơ (thửa đất
P=2012 | X=0108.290-0414.940 | Y=0684.910-0696.150 | Đường Thống Nhất Sơn Tùng (hết thửa đất số 97, tờ bản đồ số 121
P=2012 | X=0090.500-0107.140 | Y=0692.550-0701.870 | 142
P=2012 | X=0437.690-0454.330 | Y=0692.550-0701.870 | 420
P=2012 | X=0471.530-0488.170 | Y=0692.550-0701.870 | 336
P=2012 | X=0505.390-0522.030 | Y=0692.550-0701.870 | 269
P=2012 | X=0108.290-0182.210 | Y=0696.430-0707.670 | (Đường ĐT 759)
P=2012 | X=0197.830-0407.800 | Y=0696.430-0707.670 | số 181 và hết thửa đất và thửa đất số 375, tờ
P=2012 | X=0309.240-0375.740 | Y=0707.970-0719.210 | bản đồ số 120)
P=2012 | X=0197.830-0291.830 | Y=0709.860-0719.180 | số 278 cùng thuộc tờ
P=2013 | X=0197.830-0264.340 | Y=0072.740-0083.980 | bản đồ số 120)
P=2013 | X=0197.830-0410.620 | Y=0090.740-0101.980 | Đường Âu Cơ (hết thửa Đường Phan Thế Hiển
P=2013 | X=0108.290-0413.990 | Y=0102.260-0113.500 | Đường Thống Nhất đất số 97, tờ bản đồ số (thửa đất số 34 và thửa
P=2013 | X=0090.500-0107.140 | Y=0109.900-0119.220 | 143
P=2013 | X=0437.690-0454.330 | Y=0109.900-0119.220 | 420
P=2013 | X=0471.530-0488.170 | Y=0109.900-0119.220 | 336
P=2013 | X=0505.390-0522.030 | Y=0109.900-0119.220 | 269
P=2013 | X=0108.290-0182.210 | Y=0113.780-0125.020 | (Đường ĐT 759)
P=2013 | X=0197.830-0417.150 | Y=0113.780-0125.020 | 121 và hết thửa đất số đất số 73, cùng thuộc tờ
P=2013 | X=0197.830-0375.740 | Y=0125.330-0136.570 | 375, tờ bản đồ số 120) bản đồ số 127)
P=2013 | X=0197.830-0299.240 | Y=0143.330-0154.570 | Đường Phan Thế Hiển
P=2013 | X=0108.290-0391.660 | Y=0154.850-0166.090 | Đường Thống Nhất (hết thửa đất số 34 và Giáp ranh phường
P=2013 | X=0090.500-0107.140 | Y=0162.490-0171.810 | 144
P=2013 | X=0437.690-0454.330 | Y=0162.490-0171.810 | 420
P=2013 | X=0471.530-0488.170 | Y=0162.490-0171.810 | 336
P=2013 | X=0505.390-0522.030 | Y=0162.490-0171.810 | 269
P=2013 | X=0108.290-0182.210 | Y=0166.370-0177.610 | (Đường ĐT 759)
P=2013 | X=0197.830-0385.080 | Y=0166.370-0177.610 | hết thửa đất số 73, cùng Phước Long (cũ)
P=2013 | X=0197.830-0303.940 | Y=0177.650-0188.890 | thuộc tờ bản đồ số 127)
P=2013 | X=0108.290-0189.980 | Y=0195.650-0206.890 | Đường Xóm Chùa
P=2013 | X=0090.500-0107.140 | Y=0203.310-0212.630 | 145
P=2013 | X=0197.830-0248.100 | Y=0203.310-0212.630 | Toàn tuyến
P=2013 | X=0437.690-0454.330 | Y=0203.310-0212.630 | 294
P=2013 | X=0471.530-0488.170 | Y=0203.310-0212.630 | 235
P=2013 | X=0505.390-0522.030 | Y=0203.310-0212.630 | 188
P=2013 | X=0108.290-0194.710 | Y=0207.190-0218.430 | (Thích Quảng Đức)
P=2013 | X=0108.290-0190.720 | Y=0225.190-0236.430 | Đường Nội bộ khu
P=2013 | X=0090.500-0178.500 | Y=0236.710-0247.950 | 146 văn hóa - TDTT
P=2013 | X=0197.830-0248.100 | Y=0238.590-0247.910 | Toàn tuyến
P=2013 | X=0437.690-0454.330 | Y=0238.590-0247.910 | 294
P=2013 | X=0471.530-0488.170 | Y=0238.590-0247.910 | 235
P=2013 | X=0505.390-0522.030 | Y=0238.590-0247.910 | 188
P=2013 | X=0108.290-0182.440 | Y=0248.230-0259.470 | Phước Bình (cũ)
P=2013 | X=0108.290-0182.790 | Y=0266.230-0277.470 | Đường Lê Trọng
P=2013 | X=0309.240-0417.590 | Y=0268.110-0277.430 | Ngã ba nhà ông Nguyễn
P=2013 | X=0197.830-0305.400 | Y=0271.990-0283.230 | Ngã ba giáp đường Độc
P=2013 | X=0090.500-0166.700 | Y=0277.750-0288.990 | 147 Tấn, phường
P=2013 | X=0309.240-0414.460 | Y=0277.750-0288.990 | Mạnh Hiền (thửa đất số
P=2013 | X=0437.690-0454.330 | Y=0279.630-0288.950 | 294
P=2013 | X=0471.530-0488.170 | Y=0279.630-0288.950 | 235
P=2013 | X=0505.390-0522.030 | Y=0279.630-0288.950 | 188
P=2013 | X=0197.830-0214.470 | Y=0285.420-0294.740 | Lập
P=2013 | X=0108.290-0165.640 | Y=0289.300-0300.540 | Phước Bình)
P=2013 | X=0309.240-0404.780 | Y=0289.300-0300.540 | 22, tờ bản đồ số 116)
P=2013 | X=0108.290-0182.790 | Y=0307.300-0318.540 | Đường Lê Trọng
P=2013 | X=0090.500-0166.700 | Y=0318.820-0330.060 | 148 Tấn, phường
P=2013 | X=0197.830-0253.620 | Y=0318.820-0330.060 | Đoạn còn lại
P=2013 | X=0437.690-0454.330 | Y=0320.700-0330.020 | 294
P=2013 | X=0471.530-0488.170 | Y=0320.700-0330.020 | 235
P=2013 | X=0505.390-0522.030 | Y=0320.700-0330.020 | 188
P=2013 | X=0108.290-0165.640 | Y=0330.340-0341.580 | Phước Bình)
P=2013 | X=0309.240-0403.910 | Y=0350.220-0359.540 | Ngã ba nhà ông Trần
P=2013 | X=0108.290-0192.860 | Y=0359.860-0371.100 | Đường Hoàng Văn
P=2013 | X=0309.240-0411.580 | Y=0359.860-0371.100 | Văn Hưng (thửa đất số
P=2013 | X=0090.500-0415.030 | Y=0371.400-0382.640 | 149 Thụ (Đường Suối Giáp đường Thống Nhất 289 và thửa đất số 314,
P=2013 | X=0437.690-0454.330 | Y=0373.280-0382.600 | 294
P=2013 | X=0471.530-0488.170 | Y=0373.280-0382.600 | 235
P=2013 | X=0505.390-0522.030 | Y=0373.280-0382.600 | 188
P=2013 | X=0309.240-0417.100 | Y=0382.920-0394.160 | cùng thuộc tờ bản đồ số
P=2013 | X=0108.290-0128.920 | Y=0384.800-0394.120 | Tân)
P=2013 | X=0309.240-0329.160 | Y=0396.080-0405.400 | 119)
P=2013 | X=0197.830-0292.510 | Y=0414.080-0423.400 | Ngã ba nhà ông Trần
P=2013 | X=0309.240-0401.500 | Y=0414.080-0423.400 | Ngã ba nhà ông Cao
P=2013 | X=0108.290-0408.940 | Y=0423.720-0434.960 | Đường Hoàng Văn Văn Hưng (hết thửa đất Văn Thục (thửa đất số
P=2013 | X=0090.500-0420.710 | Y=0435.240-0446.480 | 150 Thụ (Đường Suối số 289 và hết thửa đất 418, tờ bản đồ số 119 và
P=2013 | X=0437.690-0454.330 | Y=0437.120-0446.440 | 294
P=2013 | X=0471.530-0488.170 | Y=0437.120-0446.440 | 235
P=2013 | X=0505.390-0522.030 | Y=0437.120-0446.440 | 188
P=2013 | X=0197.830-0416.630 | Y=0446.760-0458.000 | số 314, cùng thuộc tờ thửa đất số 7, tờ bản đồ
P=2013 | X=0108.290-0128.920 | Y=0448.640-0457.960 | Tân)
P=2013 | X=0197.830-0264.340 | Y=0458.300-0469.540 | bản đồ số 119)
P=2013 | X=0309.240-0342.360 | Y=0460.180-0469.500 | số 124)
P=2013 | X=0197.830-0290.090 | Y=0478.180-0487.500 | Ngã ba nhà ông Cao
P=2013 | X=0108.290-0401.260 | Y=0487.820-0499.060 | Đường Hoàng Văn Văn Thục (hết thửa đất Ngã ba đường về xã
P=2013 | X=0090.500-0289.620 | Y=0499.340-0510.580 | 151 Thụ (Đường Suối số 418, tờ bản đồ số
P=2013 | X=0309.240-0409.980 | Y=0499.340-0510.580 | Bình Tân (hết thửa đất
P=2013 | X=0437.690-0454.330 | Y=0501.220-0510.540 | 294
P=2013 | X=0471.530-0488.170 | Y=0501.220-0510.540 | 235
P=2013 | X=0505.390-0522.030 | Y=0501.220-0510.540 | 188
P=2013 | X=0197.830-0418.220 | Y=0510.860-0522.100 | 119 và hết thửa đất số số 97, tờ bản đồ số 125)
P=2013 | X=0108.290-0128.920 | Y=0512.740-0522.060 | Tân)
P=2013 | X=0197.830-0287.860 | Y=0522.380-0533.620 | 7, tờ bản đồ số 124)
P=2013 | X=0309.240-0418.140 | Y=0540.410-0551.650 | Giáp đường Thống Nhất
P=2013 | X=0108.290-0186.400 | Y=0551.930-0563.170 | Đường Phan Thế
P=2013 | X=0309.240-0419.020 | Y=0551.930-0563.170 | + 350m (thửa đất số 241
P=2013 | X=0197.830-0306.760 | Y=0557.690-0568.930 | Giáp đường Thống Nhất
P=2013 | X=0090.500-0107.140 | Y=0559.570-0568.890 | 152
P=2013 | X=0437.690-0454.330 | Y=0559.570-0568.890 | 294
P=2013 | X=0471.530-0488.170 | Y=0559.570-0568.890 | 235
P=2013 | X=0505.390-0522.030 | Y=0559.570-0568.890 | 188
P=2013 | X=0309.240-0420.700 | Y=0563.450-0574.690 | và thửa đất 30 199, cùng
P=2013 | X=0108.290-0129.010 | Y=0565.330-0574.650 | Hiển
P=2013 | X=0309.240-0415.340 | Y=0574.970-0586.210 | thuộc tờ bản đồ số 127)
P=2013 | X=0197.830-0306.760 | Y=0592.970-0604.210 | Giáp đường Thống Nhất
P=2013 | X=0197.830-0305.000 | Y=0604.250-0615.490 | + 350m (hết thửa đất số
P=2013 | X=0108.290-0186.400 | Y=0610.010-0621.250 | Đường Phan Thế
P=2013 | X=0309.240-0417.180 | Y=0610.010-0621.250 | Hết tuyến (giáp thửa đất
P=2013 | X=0197.830-0298.040 | Y=0615.770-0627.010 | 241 và hết thửa đất số
P=2013 | X=0090.500-0107.140 | Y=0617.650-0626.970 | 153
P=2013 | X=0437.690-0454.330 | Y=0617.650-0626.970 | 294
P=2013 | X=0471.530-0488.170 | Y=0617.650-0626.970 | 235
P=2013 | X=0505.390-0522.030 | Y=0617.650-0626.970 | 188
P=2013 | X=0309.240-0418.220 | Y=0621.550-0632.790 | số 33, tờ bản đồ số 130)
P=2013 | X=0108.290-0129.010 | Y=0623.430-0632.750 | Hiển
P=2013 | X=0197.830-0300.920 | Y=0629.190-0638.510 | 199, cùng thuộc tờ bản
P=2013 | X=0197.830-0244.900 | Y=0638.830-0650.070 | đồ số 127)
P=2013 | X=0309.240-0418.140 | Y=0656.830-0668.070 | Giáp đường Thống Nhất
P=2013 | X=0108.290-0183.960 | Y=0662.590-0673.830 | Đường Lam Sơn
P=2013 | X=0309.240-0413.500 | Y=0668.350-0679.590 | + 350m (thửa đất số 93
P=2013 | X=0090.500-0306.760 | Y=0674.110-0685.350 | 154 (Đường vào núi Bà Giáp đường Thống Nhất
P=2013 | X=0437.690-0454.330 | Y=0675.990-0685.310 | 294
P=2013 | X=0471.530-0488.170 | Y=0675.990-0685.310 | 235
P=2013 | X=0505.390-0522.030 | Y=0675.990-0685.310 | 188
P=2013 | X=0309.240-0419.990 | Y=0679.870-0691.110 | và thửa đất số 119, cùng
P=2013 | X=0108.290-0124.370 | Y=0687.510-0696.830 | Rá)
P=2013 | X=0309.240-0415.340 | Y=0691.390-0702.630 | thuộc tờ bản đồ số 127)
P=2014 | X=0197.830-0306.760 | Y=0078.740-0089.980 | Giáp đường Thống Nhất
P=2014 | X=0108.290-0302.120 | Y=0090.260-0101.500 | Đường Lam Sơn +350m (hết thửa đất số
P=2014 | X=0309.240-0391.660 | Y=0096.020-0107.260 | Giáp ranh phường
P=2014 | X=0090.500-0292.500 | Y=0101.780-0113.020 | 155 (Đường vào núi Bà 93 và hết thửa đất số
P=2014 | X=0437.690-0454.330 | Y=0103.660-0112.980 | 294
P=2014 | X=0471.530-0488.170 | Y=0103.660-0112.980 | 235
P=2014 | X=0505.390-0522.030 | Y=0103.660-0112.980 | 188
P=2014 | X=0309.240-0385.080 | Y=0107.540-0118.780 | Phước Long (cũ)
P=2014 | X=0108.290-0124.370 | Y=0115.180-0124.500 | Rá)
P=2014 | X=0197.830-0300.920 | Y=0115.180-0124.500 | 119, cùng thuộc tờ bản
P=2014 | X=0197.830-0244.900 | Y=0124.850-0136.090 | đồ số 127)
P=2014 | X=0309.240-0418.140 | Y=0142.850-0154.090 | Giáp đường Thống Nhất
P=2014 | X=0309.240-0419.020 | Y=0154.370-0165.610 | + 400m (thửa đất số 321
P=2014 | X=0090.500-0306.760 | Y=0160.130-0171.370 | 156 Đường Thành Thái Giáp đường Thống Nhất
P=2014 | X=0437.690-0454.330 | Y=0162.010-0171.330 | 294
P=2014 | X=0471.530-0488.170 | Y=0162.010-0171.330 | 235
P=2014 | X=0505.390-0522.030 | Y=0162.010-0171.330 | 188
P=2014 | X=0309.240-0419.990 | Y=0165.650-0176.890 | và thửa đất số 346, cùng
P=2014 | X=0309.240-0415.340 | Y=0177.170-0188.410 | thuộc tờ bản đồ số 121)
P=2014 | X=0197.830-0306.760 | Y=0195.170-0206.410 | Giáp đường Thống Nhất
P=2014 | X=0309.240-0408.940 | Y=0200.950-0212.190 | Hết tuyến (thửa đất số
P=2014 | X=0197.830-0304.980 | Y=0206.710-0217.950 | +400m (thửa đất số 321
P=2014 | X=0090.500-0193.330 | Y=0212.470-0223.710 | 157 Đường Thành Thái
P=2014 | X=0309.240-0398.230 | Y=0212.470-0223.710 | 12 và thửa đất số 7,
P=2014 | X=0437.690-0454.330 | Y=0214.350-0223.670 | 294
P=2014 | X=0471.530-0488.170 | Y=0214.350-0223.670 | 235
P=2014 | X=0505.390-0522.030 | Y=0214.350-0223.670 | 188
P=2014 | X=0197.830-0308.590 | Y=0218.230-0229.470 | và thửa đất số 346, cùng
P=2014 | X=0309.240-0406.460 | Y=0225.870-0235.190 | cùng thuộc tờ số 121)
P=2014 | X=0197.830-0303.940 | Y=0229.750-0240.990 | thuộc tờ bản đồ số 121)
P=2014 | X=0090.500-0171.530 | Y=0247.750-0258.990 | 158 Đường Âu Cơ
P=2014 | X=0197.830-0248.100 | Y=0249.630-0258.950 | Toàn tuyến
P=2014 | X=0437.690-0454.330 | Y=0249.630-0258.950 | 294
P=2014 | X=0471.530-0488.170 | Y=0249.630-0258.950 | 235
P=2014 | X=0505.390-0522.030 | Y=0249.630-0258.950 | 188
P=2014 | X=0108.290-0181.750 | Y=0265.750-0276.990 | Đường Tôn Đức
P=2014 | X=0197.830-0280.260 | Y=0265.750-0276.990 | Giáp ranh phường
P=2014 | X=0309.240-0419.510 | Y=0265.750-0276.990 | Ngã tư đường Phan Văn
P=2014 | X=0090.500-0107.140 | Y=0273.390-0282.710 | 159
P=2014 | X=0437.690-0454.330 | Y=0273.390-0282.710 | 224
P=2014 | X=0471.530-0488.170 | Y=0273.390-0282.710 | 179
P=2014 | X=0505.390-0522.030 | Y=0273.390-0282.710 | 143
P=2014 | X=0197.830-0253.600 | Y=0277.270-0288.510 | Phước Long
P=2014 | X=0309.240-0324.760 | Y=0277.270-0288.510 | Đạt
P=2014 | X=0108.290-0136.690 | Y=0279.150-0288.470 | Thắng
P=2014 | X=0309.240-0398.860 | Y=0297.180-0306.500 | Hết ranh Quy hoạch
P=2014 | X=0309.240-0421.180 | Y=0306.820-0318.060 | Trung tâm Văn hóa - Thể
P=2014 | X=0108.290-0181.750 | Y=0318.340-0329.580 | Đường Tôn Đức
P=2014 | X=0197.830-0415.640 | Y=0318.340-0329.580 | Ngã tư đường Phan Văn thao của xã Long Giang
P=2014 | X=0090.500-0107.140 | Y=0325.980-0335.300 | 160
P=2014 | X=0437.690-0454.330 | Y=0325.980-0335.300 | 224
P=2014 | X=0471.530-0488.170 | Y=0325.980-0335.300 | 179
P=2014 | X=0505.390-0522.030 | Y=0325.980-0335.300 | 143
P=2014 | X=0197.830-0213.350 | Y=0329.860-0341.100 | Đạt
P=2014 | X=0309.240-0419.740 | Y=0329.860-0341.100 | (thửa đất số 177 va thửa
P=2014 | X=0108.290-0136.690 | Y=0331.740-0341.060 | Thắng
P=2014 | X=0309.240-0410.540 | Y=0341.380-0352.620 | đất số 190, cùng thuộc
P=2014 | X=0309.240-0382.460 | Y=0352.900-0364.140 | tờ bản đồ số 70)
P=2014 | X=0197.830-0287.460 | Y=0372.800-0382.120 | Hết ranh Quy hoạch
P=2014 | X=0197.830-0289.780 | Y=0382.200-0393.440 | Trung tâm Văn hóa -
P=2014 | X=0197.830-0294.670 | Y=0395.600-0404.920 | Thể thao của xã Long
P=2014 | X=0108.290-0181.750 | Y=0399.480-0410.720 | Đường Tôn Đức
P=2014 | X=0197.830-0421.180 | Y=0405.240-0416.480 | Giang (hết thửa đất số Giáp đường Lý Tự Trọng
P=2014 | X=0090.500-0107.140 | Y=0407.120-0416.440 | 161
P=2014 | X=0437.690-0454.330 | Y=0407.120-0416.440 | 224
P=2014 | X=0471.530-0488.170 | Y=0407.120-0416.440 | 179
P=2014 | X=0505.390-0522.030 | Y=0407.120-0416.440 | 143
P=2014 | X=0108.290-0136.690 | Y=0412.880-0422.200 | Thắng
P=2014 | X=0197.830-0298.040 | Y=0416.760-0428.000 | 177 và hết thửa đất số
P=2014 | X=0197.830-0300.920 | Y=0430.160-0439.480 | 190, cùng thuộc tờ bản
P=2014 | X=0197.830-0239.380 | Y=0439.800-0451.040 | đồ số 70)
P=2014 | X=0197.830-0280.260 | Y=0457.820-0469.060 | Giáp ranh phường
P=2014 | X=0309.240-0410.170 | Y=0457.820-0469.060 | Đường Hùng Vương +
P=2014 | X=0090.500-0197.180 | Y=0463.580-0474.820 | 162 Đường Nguyễn Trãi
P=2014 | X=0437.690-0454.330 | Y=0465.460-0474.780 | 224
P=2014 | X=0471.530-0488.170 | Y=0465.460-0474.780 | 179
P=2014 | X=0505.390-0522.030 | Y=0465.460-0474.780 | 143
P=2014 | X=0197.830-0273.670 | Y=0469.340-0480.580 | Phước Long (cũ)
P=2014 | X=0309.240-0339.870 | Y=0471.220-0480.540 | 50 mét
P=2014 | X=0197.830-0280.260 | Y=0487.340-0498.580 | Giáp ranh phường
P=2014 | X=0090.500-0196.240 | Y=0493.100-0504.340 | 163 Đường Hà Huy Tập
P=2014 | X=0309.240-0401.490 | Y=0493.100-0504.340 | Đường Hùng Vương
P=2014 | X=0437.690-0454.330 | Y=0494.980-0504.300 | 224
P=2014 | X=0471.530-0488.170 | Y=0494.980-0504.300 | 179
P=2014 | X=0505.390-0522.030 | Y=0494.980-0504.300 | 143
P=2014 | X=0197.830-0273.670 | Y=0498.860-0510.100 | Phước Long (cũ)
P=2014 | X=0090.500-0180.160 | Y=0516.860-0528.100 | 164 Đường Bùi Viện
P=2014 | X=0197.830-0285.790 | Y=0516.860-0528.100 | Đường Hà Huy Tập
P=2014 | X=0309.240-0407.660 | Y=0516.860-0528.100 | Đường Tôn Thất Đạm
P=2014 | X=0437.690-0454.330 | Y=0518.740-0528.060 | 224
P=2014 | X=0471.530-0488.170 | Y=0518.740-0528.060 | 179
P=2014 | X=0505.390-0522.030 | Y=0518.740-0528.060 | 143
P=2014 | X=0090.500-0285.140 | Y=0534.890-0546.130 | 165 Đường Đào Duy Từ Đường Võ Văn Kiệt
P=2014 | X=0309.240-0352.290 | Y=0536.770-0546.090 | Hết tuyến
P=2014 | X=0437.690-0454.330 | Y=0536.770-0546.090 | 224
P=2014 | X=0471.530-0488.170 | Y=0536.770-0546.090 | 179
P=2014 | X=0505.390-0522.030 | Y=0536.770-0546.090 | 143
P=2014 | X=0108.290-0190.210 | Y=0552.890-0564.130 | Đường Phan Đình
P=2014 | X=0197.830-0286.730 | Y=0558.650-0569.890 | Đường Nguyễn Trãi
P=2014 | X=0309.240-0407.660 | Y=0558.650-0569.890 | Đường Tôn Thất Đạm
P=2014 | X=0090.500-0107.140 | Y=0560.530-0569.850 | 166
P=2014 | X=0437.690-0454.330 | Y=0560.530-0569.850 | 224
P=2014 | X=0471.530-0488.170 | Y=0560.530-0569.850 | 179
P=2014 | X=0505.390-0522.030 | Y=0560.530-0569.850 | 143
P=2014 | X=0108.290-0137.180 | Y=0566.290-0575.610 | Phùng
P=2014 | X=0108.290-0174.640 | Y=0582.410-0593.650 | Đường Lý Đạo
P=2014 | X=0197.830-0296.260 | Y=0588.170-0599.410 | Đường Tôn Thất Đạm
P=2014 | X=0309.240-0383.240 | Y=0588.170-0599.410 | Đường QHLKV4
P=2014 | X=0090.500-0107.140 | Y=0590.050-0599.370 | 167
P=2014 | X=0437.690-0454.330 | Y=0590.050-0599.370 | 224
P=2014 | X=0471.530-0488.170 | Y=0590.050-0599.370 | 179
P=2014 | X=0505.390-0522.030 | Y=0590.050-0599.370 | 143
P=2014 | X=0108.290-0136.700 | Y=0595.810-0605.130 | Thành
P=2014 | X=0108.290-0175.720 | Y=0611.930-0623.170 | Đường Võ Duy
P=2014 | X=0197.830-0296.260 | Y=0617.710-0628.950 | Đường Tôn Thất Đạm
P=2014 | X=0309.240-0400.060 | Y=0617.710-0628.950 | Đường Tăng Bạt Hổ
P=2014 | X=0090.500-0107.140 | Y=0619.590-0628.910 | 168
