TABLE=034 | AREA=Xã Xuân Đông | SECTION=agricultural | SEGMENTS=1
P=1110 | X=0128.210-0381.520 | Y=0096.020-0107.260 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1110 | X=0128.210-0223.180 | Y=0107.540-0118.780 | >500m đến ≤1.000m.
P=1110 | X=0128.210-0351.380 | Y=0125.090-0136.330 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1110 | X=0128.210-0401.740 | Y=0142.850-0154.090 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1110 | X=0128.210-0391.190 | Y=0154.370-0165.610 | ra Đường tỉnh 765 đoạn từ Cầu Suối Lức đến Giáp Trường
P=1110 | X=0128.210-0397.880 | Y=0165.650-0176.890 | Tiểu học Võ Thị Sáu có hiện trạng là đường nhựa, bê tông xi
P=1110 | X=0128.210-0156.210 | Y=0177.170-0188.410 | măng:
P=1110 | X=0103.490-0114.610 | Y=0185.050-0194.370 | 28
P=1110 | X=0447.290-0463.930 | Y=0185.050-0194.370 | 220
P=1110 | X=0505.390-0522.030 | Y=0185.050-0194.370 | 140
P=1110 | X=0128.210-0369.320 | Y=0194.690-0205.930 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1110 | X=0128.210-0170.350 | Y=0208.110-0217.430 | >1.000m.
P=1110 | X=0128.210-0351.850 | Y=0223.750-0234.990 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1110 | X=0249.460-0307.400 | Y=0241.510-0252.750 | Giáp Trường
P=1110 | X=0327.720-0385.160 | Y=0249.150-0258.470 | Giáp ranh xã
P=1110 | X=0128.210-0198.400 | Y=0253.030-0264.270 | Đường tỉnh 765
P=1110 | X=0103.490-0114.610 | Y=0254.910-0264.230 | 29
P=1110 | X=0249.460-0319.640 | Y=0254.910-0264.230 | Tiểu học Võ Thị
P=1110 | X=0447.290-0463.930 | Y=0254.910-0264.230 | 530
P=1110 | X=0505.390-0522.030 | Y=0254.910-0264.230 | 400
P=1110 | X=0327.720-0371.640 | Y=0260.670-0269.990 | Sông Ray
P=1110 | X=0249.460-0267.300 | Y=0266.430-0275.750 | Sáu
P=1110 | X=0128.210-0395.750 | Y=0282.340-0293.580 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tỉnh
P=1110 | X=0128.210-0402.200 | Y=0293.860-0305.100 | 765 đoạn từ Giáp Trường Tiểu học Võ Thị Sáu đến Giáp ranh
P=1110 | X=0128.210-0395.310 | Y=0305.380-0316.620 | xã Sông Ray có hiện trạng là đường nhựa, bê tông xi măng:
P=1110 | X=0103.490-0114.610 | Y=0313.260-0322.580 | 30
P=1110 | X=0447.290-0463.930 | Y=0313.260-0322.580 | 380
P=1110 | X=0505.390-0522.030 | Y=0313.260-0322.580 | 250
P=1110 | X=0128.210-0359.290 | Y=0322.900-0334.140 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1110 | X=0128.210-0405.420 | Y=0340.420-0351.660 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1110 | X=0128.210-0395.750 | Y=0357.940-0369.180 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tỉnh
P=1110 | X=0128.210-0402.200 | Y=0369.480-0380.720 | 765 đoạn từ Giáp Trường Tiểu học Võ Thị Sáu đến Giáp ranh
P=1110 | X=0128.210-0395.310 | Y=0381.000-0392.240 | xã Sông Ray có hiện trạng là đường nhựa, bê tông xi măng:
P=1110 | X=0128.210-0359.760 | Y=0398.520-0409.760 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1110 | X=0103.490-0114.610 | Y=0403.520-0412.840 | 31
P=1110 | X=0447.290-0463.930 | Y=0403.520-0412.840 | 310
P=1110 | X=0505.390-0522.030 | Y=0403.520-0412.840 | 200
P=1110 | X=0128.210-0381.520 | Y=0416.040-0427.280 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1110 | X=0128.210-0223.180 | Y=0427.560-0438.800 | >500m đến ≤1.000m.
P=1110 | X=0128.210-0351.380 | Y=0445.080-0456.320 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1110 | X=0128.210-0395.750 | Y=0462.860-0474.100 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tỉnh
P=1110 | X=0128.210-0402.200 | Y=0474.380-0485.620 | 765 đoạn từ Giáp Trường Tiểu học Võ Thị Sáu đến Giáp ranh
P=1110 | X=0128.210-0395.310 | Y=0485.900-0497.140 | xã Sông Ray có hiện trạng là đường nhựa, bê tông xi măng:
P=1110 | X=0103.490-0114.610 | Y=0499.540-0508.860 | 32
P=1110 | X=0447.290-0463.930 | Y=0499.540-0508.860 | 220
P=1110 | X=0505.390-0522.030 | Y=0499.540-0508.860 | 140
P=1110 | X=0128.210-0369.320 | Y=0503.420-0514.660 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1110 | X=0128.210-0170.350 | Y=0516.820-0526.140 | >1.000m.
P=1110 | X=0128.210-0351.850 | Y=0532.220-0543.460 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1110 | X=0128.210-0401.740 | Y=0550.010-0561.250 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1110 | X=0128.210-0401.260 | Y=0561.530-0572.770 | ra Đường tỉnh 765 đoạn từ Giáp Trường Tiểu học Võ Thị Sáu
P=1110 | X=0128.210-0398.620 | Y=0573.050-0584.290 | đến Giáp ranh xã Sông Ray có hiện trạng là đường nhựa, bê
P=1110 | X=0128.210-0188.370 | Y=0584.570-0595.810 | tông xi măng:
P=1110 | X=0103.490-0114.610 | Y=0586.690-0596.010 | 33
P=1110 | X=0447.290-0463.930 | Y=0586.690-0596.010 | 380
P=1110 | X=0505.390-0522.030 | Y=0586.690-0596.010 | 250
P=1110 | X=0128.210-0359.290 | Y=0602.090-0613.330 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1110 | X=0128.210-0405.400 | Y=0619.630-0630.870 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1110 | X=0128.210-0401.740 | Y=0637.390-0648.630 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1110 | X=0128.210-0401.260 | Y=0648.910-0660.150 | ra Đường tỉnh 765 đoạn từ Giáp Trường Tiểu học Võ Thị Sáu
P=1110 | X=0128.210-0398.620 | Y=0660.430-0671.670 | đến Giáp ranh xã Sông Ray có hiện trạng là đường nhựa, bê
P=1110 | X=0128.210-0188.370 | Y=0671.950-0683.190 | tông xi măng:
P=1110 | X=0103.490-0114.610 | Y=0674.070-0683.390 | 34
P=1110 | X=0447.290-0463.930 | Y=0674.070-0683.390 | 310
P=1110 | X=0505.390-0522.030 | Y=0674.070-0683.390 | 200
P=1110 | X=0128.210-0359.760 | Y=0689.470-0700.710 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1110 | X=0128.210-0381.520 | Y=0706.770-0718.010 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1111 | X=0128.210-0223.190 | Y=0072.500-0083.740 | >500m đến ≤1.000m.
P=1111 | X=0128.210-0351.380 | Y=0090.020-0101.260 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1111 | X=0128.210-0401.740 | Y=0107.780-0119.020 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1111 | X=0128.210-0401.260 | Y=0119.330-0130.570 | ra Đường tỉnh 765 đoạn từ Giáp Trường Tiểu học Võ Thị Sáu
P=1111 | X=0128.210-0398.620 | Y=0130.850-0142.090 | đến Giáp ranh xã Sông Ray có hiện trạng là đường nhựa, bê
P=1111 | X=0128.210-0188.370 | Y=0142.370-0153.610 | tông xi măng:
P=1111 | X=0103.490-0114.610 | Y=0150.250-0159.570 | 35
P=1111 | X=0447.290-0463.930 | Y=0150.250-0159.570 | 220
P=1111 | X=0505.390-0522.030 | Y=0150.250-0159.570 | 140
P=1111 | X=0128.210-0369.320 | Y=0159.650-0170.890 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1111 | X=0128.210-0170.350 | Y=0173.050-0182.370 | >1.000m.
P=1111 | X=0128.210-0351.850 | Y=0188.690-0199.930 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1111 | X=0128.210-0234.390 | Y=0206.470-0217.710 | Đường tỉnh 779 (đường
P=1111 | X=0327.720-0391.880 | Y=0206.470-0217.710 | Giáp cây xăng
P=1111 | X=0249.460-0319.630 | Y=0212.230-0223.470 | Đường tỉnh 765
P=1111 | X=0103.490-0114.610 | Y=0214.110-0223.430 | 36
P=1111 | X=0447.290-0463.930 | Y=0214.110-0223.430 | 530
P=1111 | X=0505.390-0522.030 | Y=0214.110-0223.430 | 400
P=1111 | X=0128.210-0236.490 | Y=0217.990-0229.230 | Xuân Tâm - Xuân Đông)
P=1111 | X=0327.720-0376.540 | Y=0219.870-0229.190 | Châu Loan
P=1111 | X=0128.210-0395.750 | Y=0235.750-0246.990 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tỉnh
P=1111 | X=0128.210-0402.230 | Y=0247.270-0258.510 | 779 (đường Xuân Tâm - Xuân Đông) đoạn từ Đường tỉnh 765
P=1111 | X=0128.210-0396.070 | Y=0258.790-0270.030 | đến Giáp cây xăng Châu Loan có hiện trạng là đường nhựa,
P=1111 | X=0128.210-0202.290 | Y=0270.310-0281.550 | bê tông xi măng:
P=1111 | X=0103.490-0114.610 | Y=0272.430-0281.750 | 37
P=1111 | X=0447.290-0463.930 | Y=0272.430-0281.750 | 380
P=1111 | X=0505.390-0522.030 | Y=0272.430-0281.750 | 250
P=1111 | X=0128.210-0359.290 | Y=0287.860-0299.100 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1111 | X=0128.210-0405.400 | Y=0305.380-0316.620 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1111 | X=0128.210-0395.750 | Y=0323.140-0334.380 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tỉnh
P=1111 | X=0128.210-0402.230 | Y=0334.660-0345.900 | 779 (đường Xuân Tâm - Xuân Đông) đoạn từ Đường tỉnh 765
P=1111 | X=0128.210-0396.070 | Y=0345.940-0357.180 | đến Giáp cây xăng Châu Loan có hiện trạng là đường nhựa,
P=1111 | X=0128.210-0202.290 | Y=0357.460-0368.700 | bê tông xi măng:
P=1111 | X=0103.490-0114.610 | Y=0374.240-0383.560 | 38
P=1111 | X=0447.290-0463.930 | Y=0374.240-0383.560 | 310
P=1111 | X=0505.390-0522.030 | Y=0374.240-0383.560 | 200
P=1111 | X=0128.210-0359.760 | Y=0375.000-0386.240 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1111 | X=0128.210-0381.520 | Y=0392.520-0403.760 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1111 | X=0128.210-0223.180 | Y=0404.040-0415.280 | >500m đến ≤1.000m.
P=1111 | X=0128.210-0351.380 | Y=0421.560-0432.800 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1111 | X=0128.210-0395.750 | Y=0439.320-0450.560 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tỉnh
P=1111 | X=0128.210-0402.230 | Y=0450.860-0462.100 | 779 (đường Xuân Tâm - Xuân Đông) đoạn từ Đường tỉnh 765
P=1111 | X=0128.210-0396.070 | Y=0462.380-0473.620 | đến Giáp cây xăng Châu Loan có hiện trạng là đường nhựa,
P=1111 | X=0128.210-0202.290 | Y=0473.900-0485.140 | bê tông xi măng:
P=1111 | X=0103.490-0114.610 | Y=0481.780-0491.100 | 39
P=1111 | X=0447.290-0463.930 | Y=0481.780-0491.100 | 220
P=1111 | X=0505.390-0522.030 | Y=0481.780-0491.100 | 140
P=1111 | X=0128.210-0369.320 | Y=0491.420-0502.660 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1111 | X=0128.210-0170.350 | Y=0504.820-0514.140 | >1.000m.
P=1111 | X=0128.210-0351.850 | Y=0520.220-0531.460 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1111 | X=0128.210-0401.740 | Y=0538.010-0549.250 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1111 | X=0128.210-0394.490 | Y=0549.530-0560.770 | ra Đường tỉnh 779 (đường Xuân Tâm - Xuân Đông) đoạn từ
P=1111 | X=0128.210-0396.700 | Y=0561.050-0572.290 | Đường tỉnh 765 đến Giáp cây xăng Châu Loan có hiện trạng
P=1111 | X=0128.210-0274.540 | Y=0572.570-0583.810 | là đường nhựa, bê tông xi măng:
P=1111 | X=0103.490-0114.610 | Y=0574.690-0584.010 | 40
P=1111 | X=0447.290-0463.930 | Y=0574.690-0584.010 | 380
P=1111 | X=0505.390-0522.030 | Y=0574.690-0584.010 | 250
P=1111 | X=0128.210-0359.290 | Y=0590.090-0601.330 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1111 | X=0128.210-0405.400 | Y=0607.610-0618.850 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1111 | X=0128.210-0401.740 | Y=0625.390-0636.630 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1111 | X=0128.210-0394.490 | Y=0636.910-0648.150 | ra Đường tỉnh 779 (đường Xuân Tâm - Xuân Đông) đoạn từ
P=1111 | X=0128.210-0396.700 | Y=0648.430-0659.670 | Đường tỉnh 765 đến Giáp cây xăng Châu Loan có hiện trạng
P=1111 | X=0128.210-0274.540 | Y=0659.950-0671.190 | là đường nhựa, bê tông xi măng:
P=1111 | X=0103.490-0114.610 | Y=0667.830-0677.150 | 41
P=1111 | X=0447.290-0463.930 | Y=0667.830-0677.150 | 310
P=1111 | X=0505.390-0522.030 | Y=0667.830-0677.150 | 200
P=1111 | X=0128.210-0359.760 | Y=0677.470-0688.710 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1111 | X=0128.210-0381.520 | Y=0694.750-0705.990 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1111 | X=0128.210-0223.180 | Y=0706.290-0717.530 | >500m đến ≤1.000m.
P=1112 | X=0128.210-0351.380 | Y=0078.500-0089.740 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1112 | X=0128.210-0401.740 | Y=0096.260-0107.500 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1112 | X=0128.210-0394.490 | Y=0107.780-0119.020 | ra Đường tỉnh 779 (đường Xuân Tâm - Xuân Đông) đoạn từ
P=1112 | X=0128.210-0396.700 | Y=0119.330-0130.570 | Đường tỉnh 765 đến Giáp cây xăng Châu Loan có hiện trạng
P=1112 | X=0128.210-0274.540 | Y=0130.850-0142.090 | là đường nhựa, bê tông xi măng:
P=1112 | X=0103.490-0114.610 | Y=0138.730-0148.050 | 42
P=1112 | X=0447.290-0463.930 | Y=0138.730-0148.050 | 220
P=1112 | X=0505.390-0522.030 | Y=0138.730-0148.050 | 140
P=1112 | X=0128.210-0369.320 | Y=0148.370-0159.610 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1112 | X=0128.210-0170.350 | Y=0161.530-0170.850 | >1.000m.
P=1112 | X=0128.210-0351.850 | Y=0177.170-0188.410 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1112 | X=0128.210-0234.390 | Y=0194.930-0206.170 | Đường tỉnh 779 (đường
P=1112 | X=0249.460-0313.620 | Y=0194.930-0206.170 | Giáp cây xăng
P=1112 | X=0327.720-0402.470 | Y=0194.930-0206.170 | Hết Trường Tiểu
P=1112 | X=0103.490-0114.610 | Y=0202.590-0211.910 | 43
P=1112 | X=0447.290-0463.930 | Y=0202.590-0211.910 | 530
P=1112 | X=0505.390-0522.030 | Y=0202.590-0211.910 | 400
P=1112 | X=0128.210-0236.490 | Y=0206.470-0217.710 | Xuân Tâm - Xuân Đông)
P=1112 | X=0249.460-0298.280 | Y=0208.350-0217.670 | Châu Loan
P=1112 | X=0327.720-0388.060 | Y=0208.350-0217.670 | học Trần Phú
P=1112 | X=0128.210-0395.750 | Y=0224.230-0235.470 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tỉnh
P=1112 | X=0128.210-0396.190 | Y=0235.750-0246.990 | 779 (đường Xuân Tâm - Xuân Đông) đoạn từ Giáp cây xăng
P=1112 | X=0128.210-0397.420 | Y=0247.270-0258.510 | Châu Loan đến Hết Trường Tiểu học Trần Phú có hiện trạng
P=1112 | X=0128.210-0274.540 | Y=0258.790-0270.030 | là đường nhựa, bê tông xi măng:
P=1112 | X=0103.490-0114.610 | Y=0260.910-0270.230 | 44
P=1112 | X=0447.290-0463.930 | Y=0260.910-0270.230 | 380
P=1112 | X=0505.390-0522.030 | Y=0260.910-0270.230 | 250
P=1112 | X=0128.210-0359.290 | Y=0276.310-0287.550 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1112 | X=0128.210-0405.400 | Y=0293.860-0305.100 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1112 | X=0128.210-0395.750 | Y=0311.620-0322.860 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tỉnh
P=1112 | X=0128.210-0396.190 | Y=0323.140-0334.380 | 779 (đường Xuân Tâm - Xuân Đông) đoạn từ Giáp cây xăng
P=1112 | X=0128.210-0397.420 | Y=0334.660-0345.900 | Châu Loan đến Hết Trường Tiểu học Trần Phú có hiện trạng
P=1112 | X=0128.210-0274.540 | Y=0345.940-0357.180 | là đường nhựa, bê tông xi măng:
P=1112 | X=0103.490-0114.610 | Y=0362.700-0372.020 | 45
P=1112 | X=0447.290-0463.930 | Y=0362.700-0372.020 | 310
P=1112 | X=0505.390-0522.030 | Y=0362.700-0372.020 | 200
P=1112 | X=0128.210-0359.760 | Y=0363.460-0374.700 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1112 | X=0128.210-0381.520 | Y=0381.000-0392.240 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1112 | X=0128.210-0223.180 | Y=0392.520-0403.760 | >500m đến ≤1.000m.
P=1112 | X=0128.210-0351.380 | Y=0410.040-0421.280 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1112 | X=0128.210-0395.750 | Y=0427.800-0439.040 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tỉnh
P=1112 | X=0128.210-0396.190 | Y=0439.320-0450.560 | 779 (đường Xuân Tâm - Xuân Đông) đoạn từ Giáp cây xăng
P=1112 | X=0128.210-0397.420 | Y=0450.860-0462.100 | Châu Loan đến Hết Trường Tiểu học Trần Phú có hiện trạng
P=1112 | X=0128.210-0274.540 | Y=0462.380-0473.620 | là đường nhựa, bê tông xi măng:
P=1112 | X=0103.490-0114.610 | Y=0470.260-0479.580 | 46
P=1112 | X=0447.290-0463.930 | Y=0470.260-0479.580 | 220
P=1112 | X=0505.390-0522.030 | Y=0470.260-0479.580 | 140
P=1112 | X=0128.210-0369.320 | Y=0479.900-0491.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1112 | X=0128.210-0170.350 | Y=0493.300-0502.620 | >1.000m.
P=1112 | X=0128.210-0351.850 | Y=0508.940-0520.180 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1112 | X=0128.210-0401.740 | Y=0526.460-0537.700 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1112 | X=0128.210-0394.490 | Y=0538.010-0549.250 | ra Đường tỉnh 779 (đường Xuân Tâm - Xuân Đông) đoạn từ
P=1112 | X=0128.210-0403.420 | Y=0549.530-0560.770 | Giáp cây xăng Châu Loan đến Hết Trường Tiểu học Trần Phú
P=1112 | X=0128.210-0335.060 | Y=0561.050-0572.290 | có hiện trạng là đường nhựa, bê tông xi măng:
P=1112 | X=0103.490-0114.610 | Y=0563.170-0572.490 | 47
P=1112 | X=0447.290-0463.930 | Y=0563.170-0572.490 | 380
P=1112 | X=0505.390-0522.030 | Y=0563.170-0572.490 | 250
P=1112 | X=0128.210-0359.290 | Y=0578.570-0589.810 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1112 | X=0128.210-0405.400 | Y=0596.090-0607.330 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1112 | X=0128.210-0401.740 | Y=0613.850-0625.090 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1112 | X=0128.210-0394.490 | Y=0625.390-0636.630 | ra Đường tỉnh 779 (đường Xuân Tâm - Xuân Đông) đoạn từ
P=1112 | X=0128.210-0403.420 | Y=0636.910-0648.150 | Giáp cây xăng Châu Loan đến Hết Trường Tiểu học Trần Phú
P=1112 | X=0128.210-0335.060 | Y=0648.430-0659.670 | có hiện trạng là đường nhựa, bê tông xi măng:
P=1112 | X=0103.490-0114.610 | Y=0656.310-0665.630 | 48
P=1112 | X=0447.290-0463.930 | Y=0656.310-0665.630 | 310
P=1112 | X=0505.390-0522.030 | Y=0656.310-0665.630 | 200
P=1112 | X=0128.210-0359.760 | Y=0665.950-0677.190 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1112 | X=0128.210-0381.520 | Y=0683.470-0694.710 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1112 | X=0128.210-0223.180 | Y=0694.750-0705.990 | >500m đến ≤1.000m.
P=1113 | X=0128.210-0351.380 | Y=0078.500-0089.740 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1113 | X=0128.210-0401.740 | Y=0096.260-0107.500 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1113 | X=0128.210-0394.490 | Y=0107.780-0119.020 | ra Đường tỉnh 779 (đường Xuân Tâm - Xuân Đông) đoạn từ
P=1113 | X=0128.210-0403.420 | Y=0119.330-0130.570 | Giáp cây xăng Châu Loan đến Hết Trường Tiểu học Trần Phú
P=1113 | X=0128.210-0335.060 | Y=0130.850-0142.090 | có hiện trạng là đường nhựa, bê tông xi măng:
P=1113 | X=0103.490-0114.610 | Y=0138.730-0148.050 | 49
P=1113 | X=0447.290-0463.930 | Y=0138.730-0148.050 | 220
P=1113 | X=0505.390-0522.030 | Y=0138.730-0148.050 | 140
P=1113 | X=0128.210-0369.320 | Y=0148.370-0159.610 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1113 | X=0128.210-0170.350 | Y=0161.530-0170.850 | >1.000m.
